time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2016-08-01 07:16:00 UTC,1470035760,03027,CLINES CORNERS,NM,TORRANCE,21,41,35.003,-105.6628
2016-08-01 07:17:00 UTC,1470035820,03027,CLINES CORNERS,NM,TORRANCE,21,47,35.003,-105.6628
2016-08-01 07:24:00 UTC,1470036240,03027,CLINES CORNERS,NM,TORRANCE,21,40,35.003,-105.6628
2016-08-01 07:27:00 UTC,1470036420,03027,CLINES CORNERS,NM,TORRANCE,22,47,35.003,-105.6628
2016-08-01 07:28:00 UTC,1470036480,03027,CLINES CORNERS,NM,TORRANCE,23,41,35.003,-105.6628
2016-08-01 07:30:00 UTC,1470036600,03027,CLINES CORNERS,NM,TORRANCE,21,40,35.003,-105.6628
2016-08-01 08:15:00 UTC,1470039300,03027,CLINES CORNERS,NM,TORRANCE,59,74,35.003,-105.6628
2016-08-01 08:16:00 UTC,1470039360,03027,CLINES CORNERS,NM,TORRANCE,57,71,35.003,-105.6628
2016-08-01 08:17:00 UTC,1470039420,03027,CLINES CORNERS,NM,TORRANCE,57,76,35.003,-105.6628
2016-08-01 08:18:00 UTC,1470039480,03027,CLINES CORNERS,NM,TORRANCE,60,84,35.003,-105.6628
2016-08-01 08:19:00 UTC,1470039540,03027,CLINES CORNERS,NM,TORRANCE,60,77,35.003,-105.6628
2016-08-01 08:20:00 UTC,1470039600,03027,CLINES CORNERS,NM,TORRANCE,56,77,35.003,-105.6628
2016-08-01 08:21:00 UTC,1470039660,03027,CLINES CORNERS,NM,TORRANCE,56,72,35.003,-105.6628
2016-08-01 08:22:00 UTC,1470039720,03027,CLINES CORNERS,NM,TORRANCE,57,75,35.003,-105.6628
2016-08-01 08:23:00 UTC,1470039780,03027,CLINES CORNERS,NM,TORRANCE,57,78,35.003,-105.6628
2016-08-01 08:24:00 UTC,1470039840,03027,CLINES CORNERS,NM,TORRANCE,57,77,35.003,-105.6628
2016-08-01 08:25:00 UTC,1470039900,03027,CLINES CORNERS,NM,TORRANCE,59,72,35.003,-105.6628
2016-08-01 08:26:00 UTC,1470039960,03027,CLINES CORNERS,NM,TORRANCE,61,77,35.003,-105.6628
2016-08-01 08:27:00 UTC,1470040020,03027,CLINES CORNERS,NM,TORRANCE,58,76,35.003,-105.6628
2016-08-01 08:28:00 UTC,1470040080,03027,CLINES CORNERS,NM,TORRANCE,58,73,35.003,-105.6628
2016-08-01 08:29:00 UTC,1470040140,03027,CLINES CORNERS,NM,TORRANCE,57,74,35.003,-105.6628
2016-08-01 08:30:00 UTC,1470040200,03027,CLINES CORNERS,NM,TORRANCE,54,68,35.003,-105.6628
2016-08-01 08:31:00 UTC,1470040260,03027,CLINES CORNERS,NM,TORRANCE,50,74,35.003,-105.6628
2016-08-01 08:32:00 UTC,1470040320,03027,CLINES CORNERS,NM,TORRANCE,46,70,35.003,-105.6628
2016-08-01 08:33:00 UTC,1470040380,03027,CLINES CORNERS,NM,TORRANCE,37,66,35.003,-105.6628
2016-08-01 08:34:00 UTC,1470040440,03027,CLINES CORNERS,NM,TORRANCE,32,68,35.003,-105.6628
2016-08-01 08:35:00 UTC,1470040500,03027,CLINES CORNERS,NM,TORRANCE,29,58,35.003,-105.6628
2016-08-01 08:38:00 UTC,1470040680,03027,CLINES CORNERS,NM,TORRANCE,19,45,35.003,-105.6628
2016-08-01 08:39:00 UTC,1470040740,03027,CLINES CORNERS,NM,TORRANCE,21,46,35.003,-105.6628
2016-08-01 09:01:00 UTC,1470042060,03027,CLINES CORNERS,NM,TORRANCE,23,47,35.003,-105.6628
2016-08-01 09:02:00 UTC,1470042120,03027,CLINES CORNERS,NM,TORRANCE,21,41,35.003,-105.6628
2016-08-01 09:07:00 UTC,1470042420,03027,CLINES CORNERS,NM,TORRANCE,23,48,35.003,-105.6628
2016-08-01 09:10:00 UTC,1470042600,03027,CLINES CORNERS,NM,TORRANCE,25,56,35.003,-105.6628
2016-08-01 09:12:00 UTC,1470042720,03027,CLINES CORNERS,NM,TORRANCE,23,47,35.003,-105.6628
2016-08-01 09:13:00 UTC,1470042780,03027,CLINES CORNERS,NM,TORRANCE,24,57,35.003,-105.6628
2016-08-01 09:15:00 UTC,1470042900,03027,CLINES CORNERS,NM,TORRANCE,25,53,35.003,-105.6628
2016-08-01 09:16:00 UTC,1470042960,03027,CLINES CORNERS,NM,TORRANCE,24,57,35.003,-105.6628
2016-08-01 09:17:00 UTC,1470043020,03027,CLINES CORNERS,NM,TORRANCE,27,62,35.003,-105.6628
2016-08-01 09:18:00 UTC,1470043080,03027,CLINES CORNERS,NM,TORRANCE,26,47,35.003,-105.6628
2016-08-01 09:19:00 UTC,1470043140,03027,CLINES CORNERS,NM,TORRANCE,24,43,35.003,-105.6628
2016-08-01 09:20:00 UTC,1470043200,03027,CLINES CORNERS,NM,TORRANCE,24,57,35.003,-105.6628
2016-08-01 09:21:00 UTC,1470043260,03027,CLINES CORNERS,NM,TORRANCE,28,50,35.003,-105.6628
2016-08-01 09:22:00 UTC,1470043320,03027,CLINES CORNERS,NM,TORRANCE,29,50,35.003,-105.6628
