convective_date,convective_day_index,wban_id,lat,lon,good_row_count
2009-04-30,14364,63870,31.0425,-86.3117,360
2009-05-01,14365,63870,31.0425,-86.3117,1440
2009-05-02,14366,63870,31.0425,-86.3117,1440
2009-05-03,14367,63870,31.0425,-86.3117,993
2009-05-04,14368,63870,31.0425,-86.3117,1380
2009-05-05,14369,63870,31.0425,-86.3117,918
2009-05-06,14370,63870,31.0425,-86.3117,849
2009-05-07,14371,63870,31.0425,-86.3117,1369
2009-05-08,14372,63870,31.0425,-86.3117,1428
2009-05-09,14373,63870,31.0425,-86.3117,1303
2009-05-10,14374,63870,31.0425,-86.3117,1440
2009-05-11,14375,63870,31.0425,-86.3117,1440
2009-05-12,14376,63870,31.0425,-86.3117,1361
2009-05-13,14377,63870,31.0425,-86.3117,1440
2009-05-14,14378,63870,31.0425,-86.3117,1438
2009-05-15,14379,63870,31.0425,-86.3117,1390
2009-05-16,14380,63870,31.0425,-86.3117,1301
2009-05-17,14381,63870,31.0425,-86.3117,1440
2009-05-18,14382,63870,31.0425,-86.3117,1440
2009-05-19,14383,63870,31.0425,-86.3117,799
2009-05-20,14384,63870,31.0425,-86.3117,1203
2009-05-21,14385,63870,31.0425,-86.3117,274
2009-05-22,14386,63870,31.0425,-86.3117,1381
2009-05-23,14387,63870,31.0425,-86.3117,1297
2009-05-24,14388,63870,31.0425,-86.3117,883
2009-05-25,14389,63870,31.0425,-86.3117,826
2009-05-26,14390,63870,31.0425,-86.3117,1259
2009-05-27,14391,63870,31.0425,-86.3117,923
2009-05-28,14392,63870,31.0425,-86.3117,1440
2009-05-29,14393,63870,31.0425,-86.3117,1398
2009-05-30,14394,63870,31.0425,-86.3117,1419
2009-05-31,14395,63870,31.0425,-86.3117,1052
2009-04-30,14364,54779,41.0093,-74.7363,420
2009-05-01,14365,54779,41.0093,-74.7363,857
2009-05-02,14366,54779,41.0093,-74.7363,1140
2009-05-03,14367,54779,41.0093,-74.7363,1154
2009-05-04,14368,54779,41.0093,-74.7363,1440
2009-05-05,14369,54779,41.0093,-74.7363,1285
2009-05-06,14370,54779,41.0093,-74.7363,1440
2009-05-07,14371,54779,41.0093,-74.7363,1439
2009-05-08,14372,54779,41.0093,-74.7363,1208
2009-05-09,14373,54779,41.0093,-74.7363,1423
2009-05-10,14374,54779,41.0093,-74.7363,1299
2009-05-11,14375,54779,41.0093,-74.7363,1433
2009-05-12,14376,54779,41.0093,-74.7363,236
2009-05-13,14377,54779,41.0093,-74.7363,1417
2009-05-14,14378,54779,41.0093,-74.7363,1234
2009-05-15,14379,54779,41.0093,-74.7363,1439
2009-05-16,14380,54779,41.0093,-74.7363,1440
2009-05-17,14381,54779,41.0093,-74.7363,1429
2009-05-18,14382,54779,41.0093,-74.7363,1433
2009-05-19,14383,54779,41.0093,-74.7363,1439
2009-05-20,14384,54779,41.0093,-74.7363,901
2009-05-21,14385,54779,41.0093,-74.7363,840
2009-05-22,14386,54779,41.0093,-74.7363,1440
2009-05-23,14387,54779,41.0093,-74.7363,1440
2009-05-24,14388,54779,41.0093,-74.7363,1437
2009-05-25,14389,54779,41.0093,-74.7363,1440
2009-05-26,14390,54779,41.0093,-74.7363,1440
2009-05-27,14391,54779,41.0093,-74.7363,1440
2009-05-28,14392,54779,41.0093,-74.7363,1302
2009-05-29,14393,54779,41.0093,-74.7363,1440
2009-05-30,14394,54779,41.0093,-74.7363,1437
2009-05-31,14395,54779,41.0093,-74.7363,913
2009-04-30,14364,63871,30.8458,-85.6014,420
2009-05-01,14365,63871,30.8458,-85.6014,1354
2009-05-02,14366,63871,30.8458,-85.6014,1440
2009-05-03,14367,63871,30.8458,-85.6014,1015
2009-05-04,14368,63871,30.8458,-85.6014,1382
2009-05-05,14369,63871,30.8458,-85.6014,1434
2009-05-06,14370,63871,30.8458,-85.6014,849
2009-05-07,14371,63871,30.8458,-85.6014,1370
2009-05-08,14372,63871,30.8458,-85.6014,1331
2009-05-09,14373,63871,30.8458,-85.6014,805
2009-05-10,14374,63871,30.8458,-85.6014,1440
2009-05-11,14375,63871,30.8458,-85.6014,1440
2009-05-12,14376,63871,30.8458,-85.6014,1353
2009-05-13,14377,63871,30.8458,-85.6014,1440
2009-05-14,14378,63871,30.8458,-85.6014,1383
2009-05-16,14380,63871,30.8458,-85.6014,940
2009-05-17,14381,63871,30.8458,-85.6014,1133
2009-05-18,14382,63871,30.8458,-85.6014,1252
2009-05-19,14383,63871,30.8458,-85.6014,1097
2009-05-20,14384,63871,30.8458,-85.6014,740
2009-05-21,14385,63871,30.8458,-85.6014,1440
2009-05-22,14386,63871,30.8458,-85.6014,1428
2009-05-23,14387,63871,30.8458,-85.6014,881
2009-05-24,14388,63871,30.8458,-85.6014,1289
2009-05-25,14389,63871,30.8458,-85.6014,1425
2009-05-26,14390,63871,30.8458,-85.6014,935
2009-05-27,14391,63871,30.8458,-85.6014,1264
2009-05-28,14392,63871,30.8458,-85.6014,1440
2009-05-29,14393,63871,30.8458,-85.6014,1397
2009-05-30,14394,63871,30.8458,-85.6014,1427
2009-05-31,14395,63871,30.8458,-85.6014,993
2009-04-30,14364,94037,45.6043,-103.547,300
2009-05-01,14365,94037,45.6043,-103.547,1385
2009-05-02,14366,94037,45.6043,-103.547,1431
2009-05-03,14367,94037,45.6043,-103.547,1424
2009-05-04,14368,94037,45.6043,-103.547,1440
2009-05-05,14369,94037,45.6043,-103.547,1440
2009-05-06,14370,94037,45.6043,-103.547,1354
2009-05-07,14371,94037,45.6043,-103.547,1440
2009-05-08,14372,94037,45.6043,-103.547,1431
2009-05-09,14373,94037,45.6043,-103.547,1440
2009-05-10,14374,94037,45.6043,-103.547,1365
2009-05-11,14375,94037,45.6043,-103.547,1440
2009-05-12,14376,94037,45.6043,-103.547,1440
2009-05-13,14377,94037,45.6043,-103.547,1440
2009-05-14,14378,94037,45.6043,-103.547,1440
2009-05-15,14379,94037,45.6043,-103.547,1431
2009-05-16,14380,94037,45.6043,-103.547,1440
2009-05-17,14381,94037,45.6043,-103.547,1440
2009-05-18,14382,94037,45.6043,-103.547,1386
2009-05-19,14383,94037,45.6043,-103.547,1428
2009-05-20,14384,94037,45.6043,-103.547,1432
2009-05-21,14385,94037,45.6043,-103.547,1440
2009-05-22,14386,94037,45.6043,-103.547,1388
2009-05-23,14387,94037,45.6043,-103.547,1440
2009-05-24,14388,94037,45.6043,-103.547,1440
2009-05-25,14389,94037,45.6043,-103.547,1440
2009-05-26,14390,94037,45.6043,-103.547,1432
2009-05-27,14391,94037,45.6043,-103.547,1440
2009-05-28,14392,94037,45.6043,-103.547,1440
2009-05-29,14393,94037,45.6043,-103.547,1440
2009-05-30,14394,94037,45.6043,-103.547,1440
2009-05-31,14395,94037,45.6043,-103.547,1140
2009-04-30,14364,53862,30.0719,-83.5736,420
2009-05-01,14365,53862,30.0719,-83.5736,1440
2009-05-02,14366,53862,30.0719,-83.5736,1440
2009-05-03,14367,53862,30.0719,-83.5736,1440
2009-05-04,14368,53862,30.0719,-83.5736,1432
2009-05-05,14369,53862,30.0719,-83.5736,1430
2009-05-06,14370,53862,30.0719,-83.5736,1439
2009-05-07,14371,53862,30.0719,-83.5736,1436
2009-05-08,14372,53862,30.0719,-83.5736,1439
2009-05-09,14373,53862,30.0719,-83.5736,1439
2009-05-10,14374,53862,30.0719,-83.5736,1435
2009-05-11,14375,53862,30.0719,-83.5736,1440
2009-05-12,14376,53862,30.0719,-83.5736,1440
2009-05-13,14377,53862,30.0719,-83.5736,1439
2009-05-14,14378,53862,30.0719,-83.5736,1440
2009-05-15,14379,53862,30.0719,-83.5736,1424
2009-05-16,14380,53862,30.0719,-83.5736,1438
2009-05-17,14381,53862,30.0719,-83.5736,1435
2009-05-18,14382,53862,30.0719,-83.5736,1424
2009-05-19,14383,53862,30.0719,-83.5736,1437
2009-05-20,14384,53862,30.0719,-83.5736,1440
2009-05-21,14385,53862,30.0719,-83.5736,1440
2009-05-22,14386,53862,30.0719,-83.5736,1440
2009-05-23,14387,53862,30.0719,-83.5736,1440
2009-05-24,14388,53862,30.0719,-83.5736,1432
2009-05-25,14389,53862,30.0719,-83.5736,1440
2009-05-26,14390,53862,30.0719,-83.5736,1440
2009-05-27,14391,53862,30.0719,-83.5736,1429
2009-05-28,14392,53862,30.0719,-83.5736,1440
2009-05-29,14393,53862,30.0719,-83.5736,1440
2009-05-30,14394,53862,30.0719,-83.5736,1440
2009-05-31,14395,53862,30.0719,-83.5736,1019
2009-04-30,14364,03032,30.0482,-102.2127,360
2009-05-01,14365,03032,30.0482,-102.2127,1440
2009-05-02,14366,03032,30.0482,-102.2127,1440
2009-05-03,14367,03032,30.0482,-102.2127,1440
2009-05-04,14368,03032,30.0482,-102.2127,1432
2009-05-05,14369,03032,30.0482,-102.2127,1430
