time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2021-08-01 19:58:00 UTC,1627847880,94178,TWIN FALLS SUN VALLEY REGIONAL AP,ID,TWIN FALLS,30,40,42.4819,-114.4869
2021-08-01 19:59:00 UTC,1627847940,94178,TWIN FALLS SUN VALLEY REGIONAL AP,ID,TWIN FALLS,32,41,42.4819,-114.4869
2021-08-01 20:00:00 UTC,1627848000,94178,TWIN FALLS SUN VALLEY REGIONAL AP,ID,TWIN FALLS,30,42,42.4819,-114.4869
2021-08-01 20:16:00 UTC,1627848960,13744,FLORENCE REGIONAL AIRPORT,SC,FLORENCE,29,41,34.1877,-79.7308
2021-08-01 20:30:00 UTC,1627849800,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,22,40,32.8192,-97.3614
2021-08-01 20:31:00 UTC,1627849860,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,30,46,32.8192,-97.3614
2021-08-01 20:32:00 UTC,1627849920,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,32,44,32.8192,-97.3614
2021-08-01 20:33:00 UTC,1627849980,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,31,40,32.8192,-97.3614
2021-08-01 20:34:00 UTC,1627850040,13744,FLORENCE REGIONAL AIRPORT,SC,FLORENCE,30,40,34.1877,-79.7308
2021-08-01 20:36:00 UTC,1627850160,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,34,57,32.8192,-97.3614
2021-08-01 20:37:00 UTC,1627850220,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,35,42,32.8192,-97.3614
2021-08-01 20:39:00 UTC,1627850340,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,23,42,32.8192,-97.3614
2021-08-01 20:40:00 UTC,1627850400,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,25,52,32.8192,-97.3614
2021-08-01 20:46:00 UTC,1627850760,13961,FORT WORTH MEACHAM FIELD,TX,TARRANT,26,40,32.8192,-97.3614
2021-08-01 20:52:00 UTC,1627851120,03927,DAL-FTW WSCMO AP,TX,TARRANT,21,44,32.8978,-97.0189
2021-08-01 20:53:00 UTC,1627851180,03927,DAL-FTW WSCMO AP,TX,TARRANT,29,47,32.8978,-97.0189
2021-08-01 20:54:00 UTC,1627851240,03927,DAL-FTW WSCMO AP,TX,TARRANT,32,40,32.8978,-97.0189
2021-08-01 22:15:00 UTC,1627856100,13748,WILMINGTON INT'L AIRPORT,NC,NEW HANOVER,29,44,34.2675,-77.8997
