begin_time_str,begin_time_seconds,end_time_str,end_time_seconds,f_scale,length,width,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,begin_lat,begin_lon,end_lat,end_lon
2014-01-11 12:37:00 UTC,1389443820,2014-01-11 12:41:00 UTC,1389444060,0,2.9,10,0,0,0,0,34.3328,-84.5286,34.3476,-84.4811
2014-01-11 20:32:00 UTC,1389472320,2014-01-11 20:34:00 UTC,1389472440,0,1.36,100,0,0,0,0,37.025,-76.6377,37.0354,-76.6167
2014-01-11 20:32:00 UTC,1389472320,2014-01-11 20:35:00 UTC,1389472500,0,1.95,50,0,0,0,0,36.8769,-76.6721,36.8902,-76.6409
2014-01-11 20:50:00 UTC,1389473400,2014-01-11 20:53:00 UTC,1389473580,0,1.08,75,0,0,0,0,37.08,-76.3,37.09,-76.285
2014-02-20 20:25:00 UTC,1392927900,2014-02-20 20:35:00 UTC,1392928500,2,12.09,80,1,0,0,0,39.518,-90.841,39.633,-90.67
2014-02-20 20:48:00 UTC,1392929280,2014-02-20 20:49:00 UTC,1392929340,0,0.27,25,0,0,0,0,39.7853,-90.4215,39.788,-90.4178
2014-02-20 20:52:00 UTC,1392929520,2014-02-20 20:59:00 UTC,1392929940,0,7.25,50,0,0,0,0,39.8193,-90.4178,39.8743,-90.3015
2014-02-20 20:59:00 UTC,1392929940,2014-02-20 21:00:00 UTC,1392930000,0,0.92,25,0,0,0,0,39.8743,-90.3015,39.8832,-90.2887
2014-02-20 21:43:00 UTC,1392932580,2014-02-20 21:44:00 UTC,1392932640,0,0.22,75,0,0,0,0,39.5671,-89.6256,39.568,-89.6216
2014-02-20 21:57:00 UTC,1392933420,2014-02-20 21:58:00 UTC,1392933480,1,1.06,50,0,0,0,0,38.7575,-89.6151,38.7651,-89.598
2014-02-20 21:57:00 UTC,1392933420,2014-02-20 22:06:00 UTC,1392933960,1,8.25,300,0,0,0,0,39.7648,-89.391,39.8562,-89.291
2014-02-20 21:58:00 UTC,1392933480,2014-02-20 22:12:00 UTC,1392934320,1,11.25,50,0,0,0,0,38.7651,-89.598,38.8432,-89.4147
2014-02-20 22:09:00 UTC,1392934140,2014-02-20 22:14:00 UTC,1392934440,1,6.3,50,0,0,0,0,39.2586,-89.234,39.3132,-89.1396
2014-02-20 22:14:00 UTC,1392934440,2014-02-20 22:19:00 UTC,1392934740,0,3.77,50,0,0,0,0,39.3132,-89.1396,39.3471,-89.0844
2014-02-20 22:19:00 UTC,1392934740,2014-02-20 22:25:00 UTC,1392935100,1,4.77,100,0,0,0,0,39.3471,-89.0844,39.399,-89.0256
2014-02-20 22:25:00 UTC,1392935100,2014-02-20 22:33:00 UTC,1392935580,2,7.54,200,1,0,0,0,39.399,-89.0256,39.4689,-88.917
2014-02-20 22:36:00 UTC,1392935760,2014-02-20 22:42:00 UTC,1392936120,1,4.8,50,0,0,0,0,39.0158,-88.998,39.0627,-88.932
2014-02-20 22:39:00 UTC,1392935940,2014-02-20 22:40:00 UTC,1392936000,1,0.24,70,5,0,0,0,36.1895,-89.8812,36.1912,-89.8774
2014-02-20 22:40:00 UTC,1392936000,2014-02-20 22:41:00 UTC,1392936060,0,0.28,50,0,0,0,0,39.5176,-88.8109,39.5201,-88.8067
2014-02-20 22:40:00 UTC,1392936000,2014-02-20 22:41:00 UTC,1392936060,1,0.39,50,0,0,0,0,37.6987,-89.3713,37.7016,-89.3651
2014-02-20 22:41:00 UTC,1392936060,2014-02-20 22:42:00 UTC,1392936120,1,0.04,25,0,0,0,0,36.2349,-89.8029,36.2351,-89.8023
2014-02-20 22:54:00 UTC,1392936840,2014-02-20 22:56:00 UTC,1392936960,1,1.54,100,0,0,0,0,39.1784,-88.7233,39.1953,-88.7045
2014-02-20 23:43:00 UTC,1392939780,2014-02-20 23:46:00 UTC,1392939960,0,3.0,75,0,0,0,0,39.7821,-87.7409,39.8195,-87.7123
2014-02-21 00:40:00 UTC,1392943200,2014-02-21 00:48:00 UTC,1392943680,0,7.48,40,0,0,0,0,40.0044,-86.8666,40.0899,-86.78
2014-02-21 00:42:00 UTC,1392943320,2014-02-21 00:50:00 UTC,1392943800,0,6.22,125,0,0,0,0,37.48,-87.8974,37.5524,-87.83
2014-02-21 01:11:00 UTC,1392945060,2014-02-21 01:12:00 UTC,1392945120,0,0.45,40,0,0,0,0,31.0737,-90.0019,31.08,-90
2014-02-21 01:12:00 UTC,1392945120,2014-02-21 01:14:00 UTC,1392945240,0,1.59,125,0,0,0,0,37.1,-87.75,37.116,-87.7293
2014-02-21 01:48:00 UTC,1392947280,2014-02-21 01:49:00 UTC,1392947340,0,0.52,50,0,0,0,0,31.253,-89.77,31.26,-89.767
2014-02-21 02:32:00 UTC,1392949920,2014-02-21 02:32:00 UTC,1392949920,0,0.04,25,0,0,0,0,39.656,-85.5679,39.656,-85.5679
2014-02-21 02:33:00 UTC,1392949980,2014-02-21 02:35:00 UTC,1392950100,1,2.65,75,0,0,0,0,30.6913,-92.3903,30.6987,-92.3465
2014-02-21 02:45:00 UTC,1392950700,2014-02-21 02:52:00 UTC,1392951120,1,5.66,450,0,0,0,0,34.6889,-87.2589,34.7662,-87.226
2014-02-21 02:51:00 UTC,1392951060,2014-02-21 02:53:00 UTC,1392951180,1,1.82,400,0,0,0,0,34.7858,-87.315,34.8021,-87.2899
2014-02-21 02:52:00 UTC,1392951120,2014-02-21 03:00:00 UTC,1392951600,1,5.06,450,0,0,0,0,34.7662,-87.226,34.8223,-87.1687
2014-02-21 02:55:00 UTC,1392951300,2014-02-21 02:58:00 UTC,1392951480,1,2.67,500,1,0,0,0,34.895,-87.2783,34.916,-87.2387
2014-02-21 03:05:00 UTC,1392951900,2014-02-21 03:07:00 UTC,1392952020,1,2.73,500,0,0,0,0,34.8798,-87.0707,34.8865,-87.0233
2014-02-21 03:14:00 UTC,1392952440,2014-02-21 03:15:00 UTC,1392952500,1,0.81,50,0,0,0,0,39.1792,-85.2854,39.1877,-85.275
2014-02-21 03:28:00 UTC,1392953280,2014-02-21 03:35:00 UTC,1392953700,1,4.62,100,0,0,0,0,31.455,-89.366,31.499,-89.307
2014-02-21 03:50:00 UTC,1392954600,2014-02-21 03:51:00 UTC,1392954660,0,0.6,50,0,0,0,0,31.607,-89.255,31.615,-89.251
2014-02-21 03:53:00 UTC,1392954780,2014-02-21 03:55:00 UTC,1392954900,0,2.03,80,0,0,0,0,39.889,-84.4078,39.9057,-84.3764
2014-02-21 03:53:00 UTC,1392954780,2014-02-21 03:55:00 UTC,1392954900,1,1.64,400,0,0,0,0,35.1935,-86.3331,35.2086,-86.3108
2014-02-21 04:08:00 UTC,1392955680,2014-02-21 04:09:00 UTC,1392955740,1,1.05,100,0,0,0,0,35.176,-86.2048,35.1752,-86.1862
2014-02-21 04:23:00 UTC,1392956580,2014-02-21 04:25:00 UTC,1392956700,1,1.98,400,0,0,0,0,35.287,-85.992,35.3028,-85.9627
2014-02-21 04:29:00 UTC,1392956940,2014-02-21 04:31:00 UTC,1392957060,1,1.21,250,0,0,0,0,35.3303,-85.9324,35.3386,-85.9135
2014-02-21 05:54:00 UTC,1392962040,2014-02-21 05:55:00 UTC,1392962100,0,0.13,80,0,0,0,0,40.2952,-82.9659,40.2958,-82.9624
2014-02-21 06:28:00 UTC,1392964080,2014-02-21 06:31:00 UTC,1392964260,2,0.83,50,1,0,0,0,34.4941,-85.6754,34.4994,-85.6624
2014-02-21 07:56:00 UTC,1392969360,2014-02-21 08:00:00 UTC,1392969600,0,4.2,150,0,0,0,0,33.6512,-86.4678,33.6703,-86.4014
2014-02-21 13:21:00 UTC,1392988860,2014-02-21 13:38:00 UTC,1392989880,2,14.06,200,0,0,0,0,32.5745,-82.9754,32.6424,-82.7477
2014-02-21 13:29:00 UTC,1392989340,2014-02-21 13:31:00 UTC,1392989460,0,2.22,300,0,0,0,0,31.43,-83.576,31.442,-83.541
2014-02-21 13:38:00 UTC,1392989880,2014-02-21 13:41:00 UTC,1392990060,1,3.41,200,0,0,0,0,32.6424,-82.7477,32.6659,-82.6961
2014-02-21 17:12:00 UTC,1393002720,2014-02-21 17:14:00 UTC,1393002840,0,0.84,25,0,0,0,0,38.1114,-76.9024,38.1172,-76.8888
2014-02-21 17:15:00 UTC,1393002900,2014-02-21 17:17:00 UTC,1393003020,0,0.49,25,0,0,0,0,34.6697,-79.2903,34.6759,-79.286
2014-02-21 17:23:00 UTC,1393003380,2014-02-21 17:33:00 UTC,1393003980,0,18.0,75,0,0,0,0,38.242,-76.68,38.3355,-76.4855
2014-02-21 17:33:00 UTC,1393003980,2014-02-21 17:39:00 UTC,1393004340,0,5.63,75,0,0,0,0,38.3355,-76.4855,38.377,-76.396
2014-02-21 17:38:00 UTC,1393004280,2014-02-21 17:40:00 UTC,1393004400,0,0.16,35,0,0,0,0,34.7993,-78.9753,34.8014,-78.9741
2014-02-21 18:26:00 UTC,1393007160,2014-02-21 18:30:00 UTC,1393007400,1,0.83,175,0,0,0,0,35.277,-78.258,35.287,-78.25
2014-03-01 02:17:00 UTC,1393640220,2014-03-01 02:22:00 UTC,1393640520,0,0.74,50,0,0,0,0,38.6297,-121.7056,38.6386,-121.6979
2014-03-01 19:40:00 UTC,1393702800,2014-03-01 19:45:00 UTC,1393703100,0,0.45,100,0,0,0,0,33.4176,-111.8538,33.4178,-111.846
2014-03-06 17:00:00 UTC,1394125200,2014-03-06 17:01:00 UTC,1394125260,0,0.05,10,0,0,0,0,27.865,-82.85,27.8654,-82.8494
2014-03-06 17:38:00 UTC,1394127480,2014-03-06 17:39:00 UTC,1394127540,0,1.38,15,0,0,0,0,27.982,-82.604,27.994,-82.586
2014-03-06 19:30:00 UTC,1394134200,2014-03-06 19:31:00 UTC,1394134260,0,0.25,50,0,0,0,0,26.5793,-80.713,26.5797,-80.7097
2014-03-26 02:15:00 UTC,1395800100,2014-03-26 02:17:00 UTC,1395800220,0,0.26,10,0,0,0,0,39.71,-121.6702,39.7107,-121.6654
2014-03-27 00:24:00 UTC,1395879840,2014-03-27 00:26:00 UTC,1395879960,0,0.63,25,0,0,0,0,38.8051,-121.5339,38.8063,-121.5222
2014-03-27 00:30:00 UTC,1395880200,2014-03-27 00:33:00 UTC,1395880380,1,0.7,50,0,0,0,0,39.5905,-122.0894,39.5833,-122.0801
2014-03-27 00:33:00 UTC,1395880380,2014-03-27 00:38:00 UTC,1395880680,1,0.95,50,0,0,0,0,39.5722,-122.0993,39.5771,-122.0826
2014-03-27 00:45:00 UTC,1395881100,2014-03-27 00:50:00 UTC,1395881400,1,0.58,50,0,0,0,0,39.5845,-122.1446,39.5788,-122.1526
2014-03-27 01:10:00 UTC,1395882600,2014-03-27 01:20:00 UTC,1395883200,0,4.02,20,0,0,0,0,38.7624,-121.4164,38.776,-121.344
2014-03-27 21:03:00 UTC,1395954180,2014-03-27 21:15:00 UTC,1395954900,1,9.25,200,0,0,0,0,39.91,-94.2,39.99,-94.06
2014-03-27 21:22:00 UTC,1395955320,2014-03-27 21:27:00 UTC,1395955620,2,2.98,100,0,0,0,0,40.03,-94,40.05,-93.95
2014-03-27 21:41:00 UTC,1395956460,2014-03-27 21:43:00 UTC,1395956580,0,0.73,75,0,0,0,0,40.9854,-93.7744,40.9948,-93.7681
2014-03-27 21:55:00 UTC,1395957300,2014-03-27 22:15:00 UTC,1395958500,0,12.84,500,0,0,0,0,40.1,-93.66,40.24,-93.5
2014-03-29 02:23:00 UTC,1396059780,2014-03-29 02:25:00 UTC,1396059900,1,1.52,200,0,0,0,0,31.4215,-92.4232,31.4277,-92.3984
2014-03-29 18:20:00 UTC,1396117200,2014-03-29 18:23:00 UTC,1396117380,0,2.43,100,0,0,0,0,28.3892,-81.1332,28.3753,-81.17
2014-03-30 00:57:00 UTC,1396141020,2014-03-30 00:58:00 UTC,1396141080,0,0.18,145,0,0,0,0,35.591,-78.6905,35.5933,-78.6892
2014-03-30 01:08:00 UTC,1396141680,2014-03-30 01:09:00 UTC,1396141740,0,0.12,75,0,0,0,0,35.6539,-78.6334,35.6548,-78.6317
2014-03-30 02:40:00 UTC,1396147200,2014-03-30 02:41:00 UTC,1396147260,0,0.01,10,0,0,0,0,39.8435,-121.9744,39.8435,-121.9742
2014-03-31 20:50:00 UTC,1396299000,2014-03-31 21:00:00 UTC,1396299600,0,5.29,100,0,0,0,0,44.554,-95.9919,44.6305,-95.9911
2014-03-31 21:00:00 UTC,1396299600,2014-03-31 21:14:00 UTC,1396300440,0,5.38,100,0,0,0,0,44.6305,-95.9911,44.7077,-96.0054
2014-04-02 23:55:00 UTC,1396482900,2014-04-03 00:00:00 UTC,1396483200,0,0.26,40,0,0,0,0,37.0007,-98.3685,37.0022,-98.3641
2014-04-03 01:23:00 UTC,1396488180,2014-04-03 01:25:00 UTC,1396488300,0,0.02,10,0,0,0,0,37.2559,-95.9653,37.2556,-95.9656
2014-04-03 10:19:00 UTC,1396520340,2014-04-03 10:21:00 UTC,1396520460,1,0.63,100,0,0,0,0,38.67,-90.3625,38.6682,-90.3511
2014-04-03 13:30:00 UTC,1396531800,2014-04-03 13:33:00 UTC,1396531980,1,0.99,90,0,0,0,0,38.1057,-88.2256,38.1059,-88.2074
2014-04-04 00:27:00 UTC,1396571220,2014-04-04 00:32:00 UTC,1396571520,0,0.94,40,1,0,0,0,33.1851,-96.5234,33.1772,-96.5101
2014-04-04 00:56:00 UTC,1396572960,2014-04-04 00:57:00 UTC,1396573020,0,0.19,50,0,0,0,0,36.7518,-90.5799,36.7524,-90.5765
2014-04-04 01:03:00 UTC,1396573380,2014-04-04 01:16:00 UTC,1396574160,1,11.8,750,4,0,0,0,33.1959,-96.2488,33.2643,-96.0618
2014-04-04 01:40:00 UTC,1396575600,2014-04-04 01:41:00 UTC,1396575660,0,0.27,50,0,0,0,0,37.4657,-89.3103,37.4686,-89.307
2014-04-04 01:52:00 UTC,1396576320,2014-04-04 01:59:00 UTC,1396576740,0,5.03,85,0,0,0,0,37.5092,-89.167,37.5701,-89.1167
2014-04-04 02:00:00 UTC,1396576800,2014-04-04 02:01:00 UTC,1396576860,1,0.55,75,0,0,0,0,36.8006,-90.2088,36.8047,-90.2004
2014-04-04 02:00:00 UTC,1396576800,2014-04-04 02:06:00 UTC,1396577160,0,3.18,75,0,0,0,0,37.5429,-89.0922,37.5715,-89.0468
2014-04-04 02:01:00 UTC,1396576860,2014-04-04 02:12:00 UTC,1396577520,1,7.43,75,0,0,0,0,36.8047,-90.2004,36.892,-90.1217
2014-04-04 02:20:00 UTC,1396578000,2014-04-04 02:22:00 UTC,1396578120,0,0.56,250,1,0,0,0,33.2671,-95.587,33.2736,-95.5813
2014-04-04 02:25:00 UTC,1396578300,2014-04-04 02:27:00 UTC,1396578420,1,0.77,50,0,0,0,0,37.6192,-88.8914,37.6284,-88.8835
2014-04-04 02:40:00 UTC,1396579200,2014-04-04 02:47:00 UTC,1396579620,2,3.48,220,0,0,0,0,36.6843,-90.8698,36.7212,-90.827
2014-04-04 12:23:00 UTC,1396614180,2014-04-04 12:26:00 UTC,1396614360,1,1.84,100,0,0,0,0,30.3977,-93.1845,30.3925,-93.1543
2014-04-04 13:11:00 UTC,1396617060,2014-04-04 13:12:00 UTC,1396617120,0,0.81,50,0,0,0,0,30.3718,-92.5016,30.3659,-92.4899
2014-04-07 00:41:00 UTC,1396831260,2014-04-07 00:43:00 UTC,1396831380,1,1.25,150,0,0,0,0,32.8022,-89.0136,32.8209,-88.9987
2014-04-07 07:02:00 UTC,1396854120,2014-04-07 07:24:00 UTC,1396855440,2,16.0,600,8,0,0,0,31.6717,-89.6567,31.7859,-89.4015
2014-04-07 07:25:00 UTC,1396855500,2014-04-07 07:26:00 UTC,1396855560,0,0.48,100,0,0,0,0,31.7859,-89.4015,31.7886,-89.3937
2014-04-07 17:55:00 UTC,1396893300,2014-04-07 18:05:00 UTC,1396893900,1,1.93,165,0,0,0,0,31.5444,-83.2685,31.552,-83.2369
2014-04-07 19:49:00 UTC,1396900140,2014-04-07 19:56:00 UTC,1396900560,2,4.7,300,5,0,0,0,35.57,-76.66,35.59,-76.58
2014-04-07 20:00:00 UTC,1396900800,2014-04-07 20:02:00 UTC,1396900920,1,1.32,200,0,0,0,0,35.6,-76.54,35.61,-76.52
2014-04-07 21:23:00 UTC,1396905780,2014-04-07 21:25:00 UTC,1396905900,0,0.51,50,0,0,0,0,30.3879,-84.1433,30.3894,-84.1349
2014-04-08 01:50:00 UTC,1396921800,2014-04-08 01:52:00 UTC,1396921920,0,0.94,150,3,0,0,0,33.3025,-84.385,33.3086,-84.3705
2014-04-13 20:46:00 UTC,1397421960,2014-04-13 20:47:00 UTC,1397422020,0,0.28,25,0,0,0,0,33.0181,-94.9673,33.0212,-94.9643
2014-04-13 21:45:00 UTC,1397425500,2014-04-13 21:47:00 UTC,1397425620,1,0.79,20,1,0,0,0,31.1251,-95.4477,31.1365,-95.4479
2014-04-13 22:56:00 UTC,1397429760,2014-04-13 22:58:00 UTC,1397429880,0,1.3,25,0,0,0,0,41.488,-91.4437,41.5039,-91.4301
2014-04-13 22:58:00 UTC,1397429880,2014-04-13 22:59:00 UTC,1397429940,0,0.37,50,0,0,0,0,34.59,-97.71,34.588,-97.704
2014-04-13 23:05:00 UTC,1397430300,2014-04-13 23:05:00 UTC,1397430300,0,0.3,40,0,0,0,0,34.58,-97.66,34.58,-97.66
2014-04-14 01:45:00 UTC,1397439900,2014-04-14 01:52:00 UTC,1397440320,1,5.4,450,0,0,0,0,35.3658,-94.0375,35.3471,-93.945
2014-04-20 22:10:00 UTC,1398031800,2014-04-20 22:12:00 UTC,1398031920,0,0.1,10,0,0,0,0,39.4,-100.9376,39.4,-100.9376
2014-04-20 22:30:00 UTC,1398033000,2014-04-20 22:30:00 UTC,1398033000,0,0.2,50,0,0,0,0,34.51,-100.07,34.51,-100.07
2014-04-20 22:47:00 UTC,1398034020,2014-04-20 22:49:00 UTC,1398034140,0,0.1,10,0,0,0,0,39.6128,-101.1508,39.6128,-101.1508
2014-04-24 19:59:00 UTC,1398369540,2014-04-24 20:04:00 UTC,1398369840,1,1.86,75,0,0,0,0,36.2015,-77.9465,36.2148,-77.9174
2014-04-25 03:45:00 UTC,1398397500,2014-04-25 03:49:00 UTC,1398397740,1,2.21,100,0,0,0,0,37.7305,-89.3434,37.7422,-89.3058
2014-04-25 20:38:00 UTC,1398458280,2014-04-25 20:39:00 UTC,1398458340,0,0.27,50,0,0,0,0,35.479,-77.782,35.482,-77.779
2014-04-25 20:46:00 UTC,1398458760,2014-04-25 20:50:00 UTC,1398459000,1,4.18,125,0,0,0,0,35.53,-77.74,35.59,-77.73
2014-04-25 21:18:00 UTC,1398460680,2014-04-25 21:18:00 UTC,1398460680,0,0.01,20,0,0,0,0,35.6,-77.46,35.6,-77.46
2014-04-25 23:20:00 UTC,1398468000,2014-04-25 23:22:00 UTC,1398468120,2,2.0,100,0,0,0,0,36.054,-76.74,36.06,-76.705
2014-04-25 23:22:00 UTC,1398468120,2014-04-25 23:24:00 UTC,1398468240,2,1.13,75,0,0,0,0,35.47,-77.26,35.47,-77.24
2014-04-25 23:22:00 UTC,1398468120,2014-04-25 23:32:00 UTC,1398468720,2,9.03,400,0,0,0,0,36.06,-76.705,36.14,-76.577
2014-04-25 23:32:00 UTC,1398468720,2014-04-26 00:00:00 UTC,1398470400,2,14.29,400,0,0,0,0,36.14,-76.577,36.25,-76.36
2014-04-25 23:35:00 UTC,1398468900,2014-04-26 00:10:00 UTC,1398471000,3,20.99,350,16,0,0,1,35.51,-77.12,35.55,-76.75
2014-04-25 23:37:00 UTC,1398469020,2014-04-25 23:41:00 UTC,1398469260,2,3.48,400,1,0,1,0,36.05,-76.55,36.08,-76.5
2014-04-25 23:41:00 UTC,1398469260,2014-04-26 00:00:00 UTC,1398470400,2,14.35,400,0,0,0,0,36.08,-76.5,36.22,-76.31
2014-04-25 23:50:00 UTC,1398469800,2014-04-26 00:10:00 UTC,1398471000,1,6.21,200,0,0,0,0,36.2,-76.28,36.27,-76.21
2014-04-26 00:00:00 UTC,1398470400,2014-04-26 00:15:00 UTC,1398471300,2,10.14,400,2,0,0,0,36.25,-76.36,36.32,-76.2
2014-04-26 00:00:00 UTC,1398470400,2014-04-26 00:15:00 UTC,1398471300,2,8.83,400,0,0,0,0,36.22,-76.31,36.28,-76.17
2014-04-26 00:12:00 UTC,1398471120,2014-04-26 00:14:00 UTC,1398471240,0,0.47,50,0,0,0,0,36.338,-76.241,36.344,-76.237
2014-04-26 00:15:00 UTC,1398471300,2014-04-26 00:30:00 UTC,1398472200,2,8.82,400,0,0,0,0,36.28,-76.17,36.348,-76.036
2014-04-26 00:28:00 UTC,1398472080,2014-04-26 00:30:00 UTC,1398472200,0,0.83,30,0,0,0,0,36.1985,-75.871,36.2042,-75.8579
2014-04-27 17:51:00 UTC,1398621060,2014-04-27 17:56:00 UTC,1398621360,0,2.38,50,0,0,0,0,38.9934,-93.9689,39.0157,-93.935
2014-04-27 19:26:00 UTC,1398626760,2014-04-27 19:29:00 UTC,1398626940,0,0.14,35,0,0,0,0,40.3448,-98.885,40.3468,-98.8858
2014-04-27 20:20:00 UTC,1398630000,2014-04-27 20:23:00 UTC,1398630180,1,2.65,150,0,0,0,0,41.1325,-92.3117,41.1623,-92.2796
2014-04-27 20:23:00 UTC,1398630180,2014-04-27 20:52:00 UTC,1398631920,1,29.34,1600,0,2,2,0,41.1623,-92.2795,41.5107,-91.9561
2014-04-27 20:52:00 UTC,1398631920,2014-04-27 21:02:00 UTC,1398632520,1,9.45,200,0,0,0,0,41.5107,-91.9561,41.6117,-91.8329
2014-04-27 21:02:00 UTC,1398632520,2014-04-27 21:06:00 UTC,1398632760,0,4.24,100,0,0,0,0,41.6117,-91.8329,41.6601,-91.7825
2014-04-27 21:40:00 UTC,1398634800,2014-04-27 21:40:00 UTC,1398634800,0,0.5,50,0,0,0,0,41.9625,-91.3819,41.9625,-91.3819
2014-04-27 21:40:00 UTC,1398634800,2014-04-27 21:41:00 UTC,1398634860,0,0.07,45,0,0,0,0,40.9527,-97.7065,40.9536,-97.707
2014-04-27 22:17:00 UTC,1398637020,2014-04-27 22:18:00 UTC,1398637080,0,0.4,45,0,0,0,0,41.2007,-97.7065,41.2065,-97.7064
2014-04-27 22:29:00 UTC,1398637740,2014-04-27 22:35:00 UTC,1398638100,2,7.1,325,12,0,1,0,36.912,-94.8215,36.9987,-94.7515
2014-04-27 22:31:00 UTC,1398637860,2014-04-27 22:34:00 UTC,1398638040,1,1.5,250,0,0,0,0,34.548,-94.7109,34.5566,-94.6889
2014-04-27 22:35:00 UTC,1398638100,2014-04-27 22:42:00 UTC,1398638520,2,4.27,150,25,0,0,0,36.9987,-94.753,37.0525,-94.7147
2014-04-27 22:40:00 UTC,1398638400,2014-04-27 22:50:00 UTC,1398639000,1,7.63,200,0,0,0,0,37.9269,-94.7125,38.0258,-94.6501
2014-04-27 22:48:00 UTC,1398638880,2014-04-27 23:06:00 UTC,1398639960,2,8.5,400,0,0,0,0,38.0371,-94.6419,38.16,-94.65
2014-04-27 23:15:00 UTC,1398640500,2014-04-27 23:16:00 UTC,1398640560,0,0.34,100,0,0,0,0,37.7302,-94.3995,37.7338,-94.3953
2014-04-28 00:06:00 UTC,1398643560,2014-04-28 00:25:00 UTC,1398644700,3,14.43,1320,25,0,3,0,34.7787,-92.652,34.913,-92.4572
2014-04-28 00:25:00 UTC,1398644700,2014-04-28 00:59:00 UTC,1398646740,4,24.24,1320,167,0,12,0,34.913,-92.4572,35.1271,-92.1179
2014-04-28 00:30:00 UTC,1398645000,2014-04-28 00:31:00 UTC,1398645060,0,0.2,25,0,0,0,0,46.8649,-122.2625,46.8649,-122.2625
2014-04-28 00:59:00 UTC,1398646740,2014-04-28 01:02:00 UTC,1398646920,2,2.43,500,1,0,1,0,35.1271,-92.1179,35.1415,-92.0787
2014-04-28 01:16:00 UTC,1398647760,2014-04-28 01:25:00 UTC,1398648300,2,7.32,880,1,0,0,0,35.2491,-91.9215,35.3109,-91.816
2014-04-28 01:38:00 UTC,1398649080,2014-04-28 01:40:00 UTC,1398649200,0,1.64,250,0,0,0,0,35.4236,-91.674,35.4387,-91.6516
2014-04-28 01:43:00 UTC,1398649380,2014-04-28 01:48:00 UTC,1398649680,1,4.75,100,0,0,0,0,35.4639,-91.6414,35.5131,-91.5824
2014-04-28 01:48:00 UTC,1398649680,2014-04-28 01:49:00 UTC,1398649740,1,0.53,100,0,0,0,0,35.5131,-91.5824,35.5192,-91.5766
2014-04-28 01:52:00 UTC,1398649920,2014-04-28 01:53:00 UTC,1398649980,1,0.84,50,0,0,0,0,35.5439,-91.5524,35.5522,-91.5414
2014-04-28 04:45:00 UTC,1398660300,2014-04-28 04:50:00 UTC,1398660600,0,0.88,100,0,0,0,0,36.91,-92.81,36.92,-92.8
2014-04-28 08:09:00 UTC,1398672540,2014-04-28 08:13:00 UTC,1398672780,2,3.48,550,0,0,0,0,32.8866,-93.875,32.9041,-93.8188
2014-04-28 08:13:00 UTC,1398672780,2014-04-28 08:15:00 UTC,1398672900,2,1.58,550,0,0,0,0,32.9041,-93.8188,32.9121,-93.7933
2014-04-28 11:46:00 UTC,1398685560,2014-04-28 11:48:00 UTC,1398685680,0,1.54,75,0,0,0,0,35.3615,-89.7486,35.3701,-89.7234
2014-04-28 17:36:00 UTC,1398706560,2014-04-28 17:38:00 UTC,1398706680,1,2.05,100,0,0,0,0,35.8808,-85.2931,35.8854,-85.2569
2014-04-28 18:57:00 UTC,1398711420,2014-04-28 18:58:00 UTC,1398711480,0,0.24,50,0,0,0,0,32.7526,-90.6067,32.7551,-90.6039
2014-04-28 19:38:00 UTC,1398713880,2014-04-28 20:02:00 UTC,1398715320,3,19.21,440,30,0,0,1,34.2261,-88.8242,34.3788,-88.543
2014-04-28 19:51:00 UTC,1398714660,2014-04-28 19:56:00 UTC,1398714960,1,3.41,100,0,0,0,0,33.4039,-89.6647,33.4186,-89.6083
2014-04-28 20:02:00 UTC,1398715320,2014-04-28 20:18:00 UTC,1398716280,3,10.74,440,2,0,0,0,34.3788,-88.543,34.4643,-88.3855
2014-04-28 20:19:00 UTC,1398716340,2014-04-28 20:20:00 UTC,1398716400,3,1.02,440,0,0,0,0,34.4643,-88.3855,34.4725,-88.3706
2014-04-28 20:51:00 UTC,1398718260,2014-04-28 21:02:00 UTC,1398718920,2,7.37,880,3,0,0,0,32.88,-89.43,32.9338,-89.3203
2014-04-28 20:56:00 UTC,1398718560,2014-04-28 21:02:00 UTC,1398718920,1,3.19,100,0,0,0,0,34.5219,-87.7494,34.548,-87.7032
2014-04-28 21:02:00 UTC,1398718920,2014-04-28 21:03:00 UTC,1398718980,2,0.46,300,0,0,0,0,32.9338,-89.3203,32.9287,-89.3152
2014-04-28 21:03:00 UTC,1398718980,2014-04-28 21:05:00 UTC,1398719100,2,0.55,600,0,0,0,0,32.9287,-89.3152,32.932,-89.3067
2014-04-28 21:05:00 UTC,1398719100,2014-04-28 21:47:00 UTC,1398721620,4,25.01,1320,81,0,10,0,32.932,-89.3067,33.1893,-89.0028
2014-04-28 21:47:00 UTC,1398721620,2014-04-28 22:14:00 UTC,1398723240,3,15.56,600,30,0,2,0,34.7753,-87.2324,34.8184,-86.9633
2014-04-28 21:56:00 UTC,1398722160,2014-04-28 22:05:00 UTC,1398722700,1,4.67,200,1,0,0,0,32.2835,-90.8697,32.3041,-90.7936
2014-04-28 22:10:00 UTC,1398723000,2014-04-28 22:24:00 UTC,1398723840,2,9.84,150,1,0,0,0,36.4286,-89.1416,36.5028,-89.03
2014-04-28 22:14:00 UTC,1398723240,2014-04-28 22:26:00 UTC,1398723960,1,5.07,100,0,0,0,0,33.23,-88.79,33.2852,-88.7323
