time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2021-02-01 09:02:00 UTC,1612170120,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,30,43,55.2207,-162.7324
2021-02-01 09:03:00 UTC,1612170180,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,40,55.2207,-162.7324
2021-02-01 09:04:00 UTC,1612170240,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,41,55.2207,-162.7324
2021-02-01 09:23:00 UTC,1612171380,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,41,55.2207,-162.7324
2021-02-01 09:49:00 UTC,1612172940,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,29,40,55.2207,-162.7324
2021-02-01 10:28:00 UTC,1612175280,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,41,55.2207,-162.7324
2021-02-01 10:32:00 UTC,1612175520,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,29,40,55.2207,-162.7324
2021-02-01 10:36:00 UTC,1612175760,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,34,42,55.2207,-162.7324
2021-02-01 10:37:00 UTC,1612175820,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,35,43,55.2207,-162.7324
2021-02-01 10:38:00 UTC,1612175880,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,36,42,55.2207,-162.7324
2021-02-01 10:39:00 UTC,1612175940,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,36,42,55.2207,-162.7324
2021-02-01 10:40:00 UTC,1612176000,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,37,44,55.2207,-162.7324
2021-02-01 10:41:00 UTC,1612176060,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,36,40,55.2207,-162.7324
2021-02-01 10:42:00 UTC,1612176120,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,35,41,55.2207,-162.7324
2021-02-01 10:43:00 UTC,1612176180,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,36,42,55.2207,-162.7324
2021-02-01 10:44:00 UTC,1612176240,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,38,43,55.2207,-162.7324
2021-02-01 10:47:00 UTC,1612176420,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,33,40,55.2207,-162.7324
2021-02-01 10:50:00 UTC,1612176600,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,33,40,55.2207,-162.7324
2021-02-01 10:52:00 UTC,1612176720,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,40,55.2207,-162.7324
2021-02-01 10:53:00 UTC,1612176780,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,34,42,55.2207,-162.7324
2021-02-01 10:55:00 UTC,1612176900,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,42,55.2207,-162.7324
2021-02-01 10:56:00 UTC,1612176960,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,33,41,55.2207,-162.7324
2021-02-01 10:57:00 UTC,1612177020,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,40,55.2207,-162.7324
2021-02-01 10:59:00 UTC,1612177140,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,32,40,55.2207,-162.7324
2021-02-01 11:02:00 UTC,1612177320,25624,COLD BAY AIRPORT,AK,ALEUTIANS EAST BOROUGH,34,42,55.2207,-162.7324
