time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2015-09-01 12:43:00 UTC,1441111380,12935,PALACIOS MUNICIPAL AP,TX,MATAGORDA,34,45,28.7247,-96.2536
2015-09-02 00:01:00 UTC,1441152060,24046,CRAIG MOFFAT COUNTY AP,CO,MOFFAT,31,41,40.4928,-107.5242
2015-09-02 00:02:00 UTC,1441152120,24046,CRAIG MOFFAT COUNTY AP,CO,MOFFAT,33,41,40.4928,-107.5242
2015-09-02 00:25:00 UTC,1441153500,24021,LANDER HUNT FIELD AP,WY,FREMONT,32,41,42.8154,-108.7261
2015-09-02 00:31:00 UTC,1441153860,24021,LANDER HUNT FIELD AP,WY,FREMONT,31,41,42.8154,-108.7261
2015-09-02 00:40:00 UTC,1441154400,24021,LANDER HUNT FIELD AP,WY,FREMONT,31,42,42.8154,-108.7261
2015-09-02 01:36:00 UTC,1441157760,24021,LANDER HUNT FIELD AP,WY,FREMONT,29,40,42.8154,-108.7261
2015-09-02 01:37:00 UTC,1441157820,24021,LANDER HUNT FIELD AP,WY,FREMONT,32,40,42.8154,-108.7261
2015-09-02 01:46:00 UTC,1441158360,24021,LANDER HUNT FIELD AP,WY,FREMONT,32,42,42.8154,-108.7261
2015-09-02 01:51:00 UTC,1441158660,24089,CASPER NATRONA COUNTY INTL AP,WY,NATRONA,29,41,42.8977,-106.4739
2015-09-02 19:42:00 UTC,1441222920,13865,MERIDIAN KEY FIELD,MS,LAUDERDALE,30,46,32.3347,-88.7442
2015-09-02 20:00:00 UTC,1441224000,24150,LIVINGSTON AP,MT,PARK,27,43,45.6983,-110.4408
2015-09-02 20:01:00 UTC,1441224060,24150,LIVINGSTON AP,MT,PARK,31,44,45.6983,-110.4408
2015-09-02 20:17:00 UTC,1441225020,24137,CUT BANK MUNICIPAL AP,MT,GLACIER,29,40,48.6033,-112.3752
2015-09-02 20:48:00 UTC,1441226880,24037,MILES CITY AP,MT,CUSTER,30,52,46.4266,-105.8825
2015-09-02 20:49:00 UTC,1441226940,24037,MILES CITY AP,MT,CUSTER,36,46,46.4266,-105.8825
2015-09-02 20:50:00 UTC,1441227000,24037,MILES CITY AP,MT,CUSTER,35,46,46.4266,-105.8825
2015-09-02 20:51:00 UTC,1441227060,24037,MILES CITY AP,MT,CUSTER,35,41,46.4266,-105.8825
2015-09-02 20:52:00 UTC,1441227120,24037,MILES CITY AP,MT,CUSTER,33,43,46.4266,-105.8825
2015-09-02 22:15:00 UTC,1441232100,94817,PONTIAC OAKLAND COUNTY INTL AP,MI,OAKLAND,28,40,42.665,-83.4181
2015-09-02 22:45:00 UTC,1441233900,94814,HOUGHTON LAKE ROSCOMMON COUNTY AP,MI,ROSCOMMON,30,46,44.3591,-84.6738
2015-09-02 22:46:00 UTC,1441233960,94814,HOUGHTON LAKE ROSCOMMON COUNTY AP,MI,ROSCOMMON,40,50,44.3591,-84.6738
2015-09-02 22:47:00 UTC,1441234020,94814,HOUGHTON LAKE ROSCOMMON COUNTY AP,MI,ROSCOMMON,36,40,44.3591,-84.6738
2015-09-03 00:55:00 UTC,1441241700,24137,CUT BANK MUNICIPAL AP,MT,GLACIER,29,40,48.6033,-112.3752
