convective_date,convective_day_index,wban_id,lat,lon,good_row_count
2015-12-31,16800,63870,31.0425,-86.3117,360
2016-01-01,16801,63870,31.0425,-86.3117,1440
2016-01-02,16802,63870,31.0425,-86.3117,830
2016-01-03,16803,63870,31.0425,-86.3117,1440
2016-01-04,16804,63870,31.0425,-86.3117,1440
2016-01-05,16805,63870,31.0425,-86.3117,1440
2016-01-06,16806,63870,31.0425,-86.3117,1241
2016-01-07,16807,63870,31.0425,-86.3117,1038
2016-01-08,16808,63870,31.0425,-86.3117,838
2016-01-09,16809,63870,31.0425,-86.3117,1439
2016-01-10,16810,63870,31.0425,-86.3117,1440
2016-01-11,16811,63870,31.0425,-86.3117,221
2016-01-12,16812,63870,31.0425,-86.3117,1384
2016-01-13,16813,63870,31.0425,-86.3117,1436
2016-01-14,16814,63870,31.0425,-86.3117,1351
2016-01-15,16815,63870,31.0425,-86.3117,111
2016-01-17,16817,63870,31.0425,-86.3117,89
2016-01-29,16829,63870,31.0425,-86.3117,29
2016-01-30,16830,63870,31.0425,-86.3117,196
2016-01-31,16831,63870,31.0425,-86.3117,1060
2016-01-02,16802,54779,41.0093,-74.7363,1104
2016-01-03,16803,54779,41.0093,-74.7363,318
2016-01-04,16804,54779,41.0093,-74.7363,616
2016-01-05,16805,54779,41.0093,-74.7363,815
2016-01-08,16808,54779,41.0093,-74.7363,719
2016-01-09,16809,54779,41.0093,-74.7363,291
2016-01-10,16810,54779,41.0093,-74.7363,985
2016-01-12,16812,54779,41.0093,-74.7363,396
2016-01-13,16813,54779,41.0093,-74.7363,694
2016-01-14,16814,54779,41.0093,-74.7363,575
2016-01-15,16815,54779,41.0093,-74.7363,863
2016-01-17,16817,54779,41.0093,-74.7363,961
2016-01-18,16818,54779,41.0093,-74.7363,1315
2016-01-19,16819,54779,41.0093,-74.7363,1351
2016-01-20,16820,54779,41.0093,-74.7363,797
2016-01-21,16821,54779,41.0093,-74.7363,866
2016-01-22,16822,54779,41.0093,-74.7363,1436
2016-01-23,16823,54779,41.0093,-74.7363,1410
2016-01-24,16824,54779,41.0093,-74.7363,1431
2016-01-25,16825,54779,41.0093,-74.7363,1440
2016-01-26,16826,54779,41.0093,-74.7363,1440
2016-01-27,16827,54779,41.0093,-74.7363,1420
2016-01-28,16828,54779,41.0093,-74.7363,1440
2016-01-29,16829,54779,41.0093,-74.7363,1411
2016-01-30,16830,54779,41.0093,-74.7363,1440
2016-01-31,16831,54779,41.0093,-74.7363,1020
2016-01-01,16801,63871,30.8458,-85.6014,628
2016-01-02,16802,63871,30.8458,-85.6014,808
2016-01-04,16804,63871,30.8458,-85.6014,16
2016-01-05,16805,63871,30.8458,-85.6014,1360
2016-01-07,16807,63871,30.8458,-85.6014,140
2016-01-08,16808,63871,30.8458,-85.6014,1110
2016-01-09,16809,63871,30.8458,-85.6014,1205
2016-01-10,16810,63871,30.8458,-85.6014,1045
2016-01-12,16812,63871,30.8458,-85.6014,1376
2016-01-13,16813,63871,30.8458,-85.6014,1233
2016-01-14,16814,63871,30.8458,-85.6014,1377
2016-01-15,16815,63871,30.8458,-85.6014,1440
2016-01-16,16816,63871,30.8458,-85.6014,28
2016-01-17,16817,63871,30.8458,-85.6014,288
2016-01-18,16818,63871,30.8458,-85.6014,868
2016-01-19,16819,63871,30.8458,-85.6014,1432
2016-01-20,16820,63871,30.8458,-85.6014,1437
2016-01-21,16821,63871,30.8458,-85.6014,838
2016-01-22,16822,63871,30.8458,-85.6014,1440
2016-01-23,16823,63871,30.8458,-85.6014,1440
2016-01-24,16824,63871,30.8458,-85.6014,1000
2016-01-25,16825,63871,30.8458,-85.6014,1234
2016-01-26,16826,63871,30.8458,-85.6014,1309
2016-01-27,16827,63871,30.8458,-85.6014,1440
2016-01-28,16828,63871,30.8458,-85.6014,1316
2016-01-29,16829,63871,30.8458,-85.6014,1440
2016-01-30,16830,63871,30.8458,-85.6014,1436
2016-01-31,16831,63871,30.8458,-85.6014,1020
2015-12-31,16800,94037,45.6043,-103.547,300
2016-01-01,16801,94037,45.6043,-103.547,1440
2016-01-02,16802,94037,45.6043,-103.547,1440
2016-01-03,16803,94037,45.6043,-103.547,1440
2016-01-04,16804,94037,45.6043,-103.547,1440
2016-01-05,16805,94037,45.6043,-103.547,1440
2016-01-06,16806,94037,45.6043,-103.547,1283
2016-01-07,16807,94037,45.6043,-103.547,1050
2016-01-08,16808,94037,45.6043,-103.547,1440
2016-01-09,16809,94037,45.6043,-103.547,1439
2016-01-10,16810,94037,45.6043,-103.547,1440
2016-01-11,16811,94037,45.6043,-103.547,210
2016-01-12,16812,94037,45.6043,-103.547,1409
2016-01-13,16813,94037,45.6043,-103.547,1440
