time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2003-09-04 17:53:00 UTC,1062697980,03870,GREENVILLE SPARTANBURG AP,SC,SPARTANBURG,19,42,34.8847,-82.2239
2003-09-05 01:35:00 UTC,1062725700,23183,PHOENIX SKY HARBOR INTL AP,AZ,MARICOPA,29,42,33.4278,-112.0039
2003-09-05 02:35:00 UTC,1062729300,94185,BURNS MUNICIPAL AP,OR,HARNEY,20,41,43.595,-118.9564
2003-09-06 04:45:00 UTC,1062823500,24143,GREAT FALLS INTL AP,MT,CASCADE,26,41,47.4733,-111.3822
2003-09-06 20:14:00 UTC,1062879240,25308,ANNETTE ISLAND AP,AK,PRINCE OF WALES-OUTER KETCHIKAN,29,40,55.0433,-131.57
2003-09-06 20:15:00 UTC,1062879300,25308,ANNETTE ISLAND AP,AK,PRINCE OF WALES-OUTER KETCHIKAN,30,41,55.0433,-131.57
2003-09-06 20:19:00 UTC,1062879540,25308,ANNETTE ISLAND AP,AK,PRINCE OF WALES-OUTER KETCHIKAN,29,40,55.0433,-131.57
2003-09-07 21:32:00 UTC,1062970320,23050,ALBUQUERQUE INTL AP,NM,BERNALILLO,35,40,35.0356,-106.6219
2003-09-08 05:52:00 UTC,1063000320,94008,GLASGOW INTL AP,MT,VALLEY,32,42,48.2139,-106.6214
2003-09-08 20:19:00 UTC,1063052340,24011,BISMARCK MUNICIPAL AP,ND,BURLEIGH,32,42,46.7825,-100.7572
2003-09-08 20:45:00 UTC,1063053900,24021,LANDER HUNT FIELD AP,WY,FREMONT,33,40,42.8175,-108.7278
2003-09-08 20:46:00 UTC,1063053960,24021,LANDER HUNT FIELD AP,WY,FREMONT,36,45,42.8175,-108.7278
2003-09-08 20:49:00 UTC,1063054140,24021,LANDER HUNT FIELD AP,WY,FREMONT,35,40,42.8175,-108.7278
2003-09-08 20:57:00 UTC,1063054620,24021,LANDER HUNT FIELD AP,WY,FREMONT,30,41,42.8175,-108.7278
2003-09-08 20:58:00 UTC,1063054680,24021,LANDER HUNT FIELD AP,WY,FREMONT,35,43,42.8175,-108.7278
2003-09-08 20:59:00 UTC,1063054740,24021,LANDER HUNT FIELD AP,WY,FREMONT,40,50,42.8175,-108.7278
2003-09-08 21:00:00 UTC,1063054800,24021,LANDER HUNT FIELD AP,WY,FREMONT,40,47,42.8175,-108.7278
2003-09-08 21:01:00 UTC,1063054860,24021,LANDER HUNT FIELD AP,WY,FREMONT,40,52,42.8175,-108.7278
2003-09-08 21:02:00 UTC,1063054920,24021,LANDER HUNT FIELD AP,WY,FREMONT,41,48,42.8175,-108.7278
2003-09-08 21:03:00 UTC,1063054980,24021,LANDER HUNT FIELD AP,WY,FREMONT,40,46,42.8175,-108.7278
2003-09-08 21:04:00 UTC,1063055040,24021,LANDER HUNT FIELD AP,WY,FREMONT,38,40,42.8175,-108.7278
2003-09-08 21:06:00 UTC,1063055160,24021,LANDER HUNT FIELD AP,WY,FREMONT,33,42,42.8175,-108.7278
2003-09-08 21:07:00 UTC,1063055220,24021,LANDER HUNT FIELD AP,WY,FREMONT,34,40,42.8175,-108.7278
2003-09-08 21:12:00 UTC,1063055520,24021,LANDER HUNT FIELD AP,WY,FREMONT,33,40,42.8175,-108.7278
2003-09-08 21:13:00 UTC,1063055580,24021,LANDER HUNT FIELD AP,WY,FREMONT,35,41,42.8175,-108.7278
2003-09-08 21:14:00 UTC,1063055640,24021,LANDER HUNT FIELD AP,WY,FREMONT,35,41,42.8175,-108.7278
2003-09-09 00:48:00 UTC,1063068480,24089,CASPER NATRONA COUNTY INTL AP,WY,NATRONA,28,43,42.8975,-106.4636
2003-09-09 02:47:00 UTC,1063075620,24028,SCOTTSBLUFF W B HEILIG FIELD AP,NE,SCOTTS BLUFF,27,41,41.8706,-103.5931
2003-09-09 14:40:00 UTC,1063118400,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,HALL,29,40,40.9611,-98.3136
2003-09-09 22:16:00 UTC,1063145760,23160,TUCSON INTL AP,AZ,PIMA,28,40,32.1314,-110.9553
2003-09-09 22:17:00 UTC,1063145820,23160,TUCSON INTL AP,AZ,PIMA,33,41,32.1314,-110.9553
2003-09-10 09:41:00 UTC,1063186860,13985,DODGE CITY REGIONAL AP,KS,FORD,28,40,37.7686,-99.9678
2003-09-10 19:44:00 UTC,1063223040,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,34,40,44.0433,-103.0536
2003-09-10 19:48:00 UTC,1063223280,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,35,42,44.0433,-103.0536
2003-09-10 19:48:00 UTC,1063223280,93058,PUEBLO MEMORIAL AP,CO,PUEBLO,26,40,38.29,-104.4983
2003-09-10 19:53:00 UTC,1063223580,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,32,40,44.0433,-103.0536
2003-09-10 19:55:00 UTC,1063223700,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,35,41,44.0433,-103.0536
2003-09-10 19:56:00 UTC,1063223760,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,36,42,44.0433,-103.0536
2003-09-10 19:57:00 UTC,1063223820,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,38,42,44.0433,-103.0536
2003-09-10 19:58:00 UTC,1063223880,24090,RAPID CITY REGIONAL AP,SD,PENNINGTON,39,43,44.0433,-103.0536
