time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2010-08-01 06:10:00 UTC,1280643000,12926,CORPUS CHRISTI NAS,TX,NUECES,12,42,27.6833,-97.2833
2010-08-01 06:41:00 UTC,1280644860,12926,CORPUS CHRISTI NAS,TX,NUECES,12,40,27.6833,-97.2833
2010-08-01 06:47:00 UTC,1280645220,12926,CORPUS CHRISTI NAS,TX,NUECES,9,60,27.6833,-97.2833
2010-08-01 06:48:00 UTC,1280645280,12926,CORPUS CHRISTI NAS,TX,NUECES,16,49,27.6833,-97.2833
2010-08-01 06:52:00 UTC,1280645520,12926,CORPUS CHRISTI NAS,TX,NUECES,18,59,27.6833,-97.2833
2010-08-01 06:53:00 UTC,1280645580,12926,CORPUS CHRISTI NAS,TX,NUECES,20,44,27.6833,-97.2833
2010-08-01 07:21:00 UTC,1280647260,93805,TALLAHASSEE REGIONAL AP,FL,LEON,8,41,30.3931,-84.3533
2010-08-01 08:32:00 UTC,1280651520,14929,ABERDEEN REGIONAL AP,SD,BROWN,33,46,45.4433,-98.413
2010-08-01 09:44:00 UTC,1280655840,93805,TALLAHASSEE REGIONAL AP,FL,LEON,9,41,30.3931,-84.3533
2010-08-01 13:38:00 UTC,1280669880,93730,ATLANTIC CITY INTL AP,NJ,ATLANTIC,9,55,39.452,-74.567
2010-08-01 14:06:00 UTC,1280671560,13833,HATTIESBURG CHAIN MUNICIPAL AP,MS,FORREST,11,42,31.2819,-89.2531
2010-08-01 14:07:00 UTC,1280671620,13833,HATTIESBURG CHAIN MUNICIPAL AP,MS,FORREST,16,51,31.2819,-89.2531
2010-08-01 14:23:00 UTC,1280672580,12921,SAN ANTONIO INTL AP,TX,BEXAR,8,41,29.5443,-98.4839
2010-08-01 14:59:00 UTC,1280674740,12921,SAN ANTONIO INTL AP,TX,BEXAR,11,40,29.5443,-98.4839
2010-08-01 20:59:00 UTC,1280696340,12815,ORLANDO INTL AP,FL,ORANGE,21,40,28.4339,-81.325
2010-08-01 21:09:00 UTC,1280696940,12815,ORLANDO INTL AP,FL,ORANGE,25,46,28.4339,-81.325
2010-08-01 21:22:00 UTC,1280697720,14910,ALEXANDRIA MUNICIPAL AP,MN,DOUGLAS,23,43,45.8679,-95.3941
2010-08-01 21:31:00 UTC,1280698260,94014,WILLISTON SLOULIN FIELD INTL AP,ND,WILLIAMS,24,43,48.1738,-103.6366
2010-08-01 22:19:00 UTC,1280701140,24061,RIVERTON REGIONAL AP,WY,FREMONT,24,41,43.0642,-108.4589
2010-08-01 22:36:00 UTC,1280702160,24036,LEWISTOWN MUNICIPAL AP,MT,FERGUS,26,40,47.0492,-109.4578
2010-08-01 22:37:00 UTC,1280702220,24036,LEWISTOWN MUNICIPAL AP,MT,FERGUS,32,42,47.0492,-109.4578
2010-08-01 23:29:00 UTC,1280705340,94012,HAVRE CITY COUNTY AP,MT,HILL,25,42,48.5428,-109.7633
2010-08-01 23:33:00 UTC,1280705580,94012,HAVRE CITY COUNTY AP,MT,HILL,38,58,48.5428,-109.7633
2010-08-01 23:34:00 UTC,1280705640,94012,HAVRE CITY COUNTY AP,MT,HILL,42,45,48.5428,-109.7633
2010-08-01 23:35:00 UTC,1280705700,94012,HAVRE CITY COUNTY AP,MT,HILL,41,52,48.5428,-109.7633
2010-08-01 23:36:00 UTC,1280705760,94012,HAVRE CITY COUNTY AP,MT,HILL,40,48,48.5428,-109.7633
2010-08-01 23:37:00 UTC,1280705820,94012,HAVRE CITY COUNTY AP,MT,HILL,38,48,48.5428,-109.7633
2010-08-01 23:38:00 UTC,1280705880,94012,HAVRE CITY COUNTY AP,MT,HILL,37,44,48.5428,-109.7633
2010-08-01 23:39:00 UTC,1280705940,94012,HAVRE CITY COUNTY AP,MT,HILL,39,50,48.5428,-109.7633
2010-08-01 23:40:00 UTC,1280706000,94012,HAVRE CITY COUNTY AP,MT,HILL,38,42,48.5428,-109.7633
2010-08-01 23:41:00 UTC,1280706060,94012,HAVRE CITY COUNTY AP,MT,HILL,34,43,48.5428,-109.7633
2010-08-01 23:42:00 UTC,1280706120,94012,HAVRE CITY COUNTY AP,MT,HILL,37,46,48.5428,-109.7633
