time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2001-09-01 15:00:00 UTC,999356400,14914,FARGO HECTOR INTL AP,ND,CASS,30,42,46.9253,-96.8111
2001-09-01 15:01:00 UTC,999356460,14914,FARGO HECTOR INTL AP,ND,CASS,34,42,46.9253,-96.8111
2001-09-01 15:04:00 UTC,999356640,14914,FARGO HECTOR INTL AP,ND,CASS,32,40,46.9253,-96.8111
2001-09-01 15:05:00 UTC,999356700,14914,FARGO HECTOR INTL AP,ND,CASS,32,40,46.9253,-96.8111
2001-09-01 23:05:00 UTC,999385500,24143,GREAT FALLS INTL AP,MT,CASCADE,35,40,47.4733,-111.3822
2001-09-01 23:06:00 UTC,999385560,24143,GREAT FALLS INTL AP,MT,CASCADE,36,43,47.4733,-111.3822
2001-09-01 23:07:00 UTC,999385620,24143,GREAT FALLS INTL AP,MT,CASCADE,36,41,47.4733,-111.3822
2001-09-01 23:10:00 UTC,999385800,24143,GREAT FALLS INTL AP,MT,CASCADE,32,40,47.4733,-111.3822
2001-09-01 23:13:00 UTC,999385980,24143,GREAT FALLS INTL AP,MT,CASCADE,34,40,47.4733,-111.3822
2001-09-01 23:14:00 UTC,999386040,24143,GREAT FALLS INTL AP,MT,CASCADE,35,41,47.4733,-111.3822
2001-09-01 23:15:00 UTC,999386100,24143,GREAT FALLS INTL AP,MT,CASCADE,35,40,47.4733,-111.3822
2001-09-01 23:16:00 UTC,999386160,24143,GREAT FALLS INTL AP,MT,CASCADE,35,40,47.4733,-111.3822
2001-09-01 23:41:00 UTC,999387660,24143,GREAT FALLS INTL AP,MT,CASCADE,34,40,47.4733,-111.3822
2001-09-02 20:59:00 UTC,999464340,12924,CORPUS CHRISTI INTL AP,TX,NUECES,24,45,27.7731,-97.5128
2001-09-02 21:01:00 UTC,999464460,12924,CORPUS CHRISTI INTL AP,TX,NUECES,29,43,27.7731,-97.5128
2001-09-02 21:02:00 UTC,999464520,12924,CORPUS CHRISTI INTL AP,TX,NUECES,32,41,27.7731,-97.5128
2001-09-03 20:32:00 UTC,999549120,13962,ABILENE REGIONAL AP,TX,TAYLOR,32,43,32.4106,-99.6822
2001-09-03 20:33:00 UTC,999549180,13962,ABILENE REGIONAL AP,TX,TAYLOR,37,42,32.4106,-99.6822
