time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2002-11-05 06:00:00 UTC,1036476000,26415,BIG DELTA AP,AK,"",30,40,63.995,-145.7183
2002-11-05 15:52:00 UTC,1036511520,12916,NEW ORLEANS INTL AP,LA,JEFFERSON,29,40,29.9928,-90.2508
2002-11-05 20:46:00 UTC,1036529160,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,26,41,57.7511,-152.4856
2002-11-05 21:40:00 UTC,1036532400,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,32,40,57.7511,-152.4856
2002-11-05 22:08:00 UTC,1036534080,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,32,41,57.7511,-152.4856
2002-11-06 00:08:00 UTC,1036541280,27502,BARROW W POST-W ROGERS AP,AK,NORTH SLOPE BOROUGH,32,40,71.2867,-156.7633
2002-11-06 00:40:00 UTC,1036543200,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,32,40,57.7511,-152.4856
2002-11-06 00:44:00 UTC,1036543440,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,32,40,57.7511,-152.4856
2002-11-06 01:01:00 UTC,1036544460,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,33,41,57.7511,-152.4856
2002-11-06 01:02:00 UTC,1036544520,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,35,41,57.7511,-152.4856
2002-11-06 01:05:00 UTC,1036544700,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,34,40,57.7511,-152.4856
2002-11-06 01:06:00 UTC,1036544760,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,37,42,57.7511,-152.4856
2002-11-06 01:08:00 UTC,1036544880,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,35,42,57.7511,-152.4856
2002-11-06 01:09:00 UTC,1036544940,25501,KODIAK AIRPORT,AK,KODIAK ISLAND BOROUGH,36,40,57.7511,-152.4856
