convective_date,convective_day_index,wban_id,lat,lon,good_row_count
2003-11-30,12386,14737,40.6498,-75.4477,420
2003-12-01,12387,14737,40.6498,-75.4477,1437
2003-12-02,12388,14737,40.6498,-75.4477,1439
2003-12-03,12389,14737,40.6498,-75.4477,1332
2003-12-04,12390,14737,40.6498,-75.4477,1440
2003-12-05,12391,14737,40.6498,-75.4477,1440
2003-12-06,12392,14737,40.6498,-75.4477,1440
2003-12-07,12393,14737,40.6498,-75.4477,1330
2003-12-08,12394,14737,40.6498,-75.4477,750
2003-12-09,12395,14737,40.6498,-75.4477,1360
2003-12-10,12396,14737,40.6498,-75.4477,1440
2003-12-11,12397,14737,40.6498,-75.4477,1439
2003-12-12,12398,14737,40.6498,-75.4477,1440
2003-12-13,12399,14737,40.6498,-75.4477,1440
2003-12-14,12400,14737,40.6498,-75.4477,1439
2003-12-15,12401,14737,40.6498,-75.4477,1303
2003-12-16,12402,14737,40.6498,-75.4477,1440
2003-12-17,12403,14737,40.6498,-75.4477,1344
2003-12-18,12404,14737,40.6498,-75.4477,1440
2003-12-19,12405,14737,40.6498,-75.4477,1353
2003-12-20,12406,14737,40.6498,-75.4477,1391
2003-12-21,12407,14737,40.6498,-75.4477,806
2003-12-22,12408,14737,40.6498,-75.4477,1440
2003-12-23,12409,14737,40.6498,-75.4477,987
2003-12-24,12410,14737,40.6498,-75.4477,1293
2003-12-25,12411,14737,40.6498,-75.4477,1348
2003-12-26,12412,14737,40.6498,-75.4477,627
2003-11-30,12386,23050,35.0356,-106.6219,300
2003-12-01,12387,23050,35.0356,-106.6219,1440
2003-12-02,12388,23050,35.0356,-106.6219,1288
2003-12-03,12389,23050,35.0356,-106.6219,1440
2003-12-04,12390,23050,35.0356,-106.6219,1440
2003-12-05,12391,23050,35.0356,-106.6219,1439
2003-12-06,12392,23050,35.0356,-106.6219,1440
2003-12-07,12393,23050,35.0356,-106.6219,1310
2003-12-08,12394,23050,35.0356,-106.6219,1440
2003-12-09,12395,23050,35.0356,-106.6219,1440
2003-12-10,12396,23050,35.0356,-106.6219,1440
2003-12-11,12397,23050,35.0356,-106.6219,1440
2003-12-12,12398,23050,35.0356,-106.6219,1347
2003-12-13,12399,23050,35.0356,-106.6219,1440
2003-12-14,12400,23050,35.0356,-106.6219,1440
2003-12-15,12401,23050,35.0356,-106.6219,1438
2003-12-16,12402,23050,35.0356,-106.6219,1440
2003-12-17,12403,23050,35.0356,-106.6219,1360
2003-12-18,12404,23050,35.0356,-106.6219,1440
2003-12-19,12405,23050,35.0356,-106.6219,1337
2003-12-20,12406,23050,35.0356,-106.6219,1440
2003-12-21,12407,23050,35.0356,-106.6219,842
2003-12-22,12408,23050,35.0356,-106.6219,1299
2003-12-23,12409,23050,35.0356,-106.6219,1440
2003-12-24,12410,23050,35.0356,-106.6219,1334
2003-12-25,12411,23050,35.0356,-106.6219,1440
2003-12-26,12412,23050,35.0356,-106.6219,627
2003-11-30,12386,14929,45.4433,-98.4131,274
2003-12-01,12387,14929,45.4433,-98.4131,1440
2003-12-02,12388,14929,45.4433,-98.4131,1439
2003-12-03,12389,14929,45.4433,-98.4131,1440
2003-12-04,12390,14929,45.4433,-98.4131,1440
2003-12-05,12391,14929,45.4433,-98.4131,1440
2003-12-06,12392,14929,45.4433,-98.4131,1356
2003-12-07,12393,14929,45.4433,-98.4131,1440
2003-12-08,12394,14929,45.4433,-98.4131,1440
2003-12-09,12395,14929,45.4433,-98.4131,1440
2003-12-10,12396,14929,45.4433,-98.4131,1440
2003-12-11,12397,14929,45.4433,-98.4131,1335
2003-12-12,12398,14929,45.4433,-98.4131,1440
2003-12-13,12399,14929,45.4433,-98.4131,1440
2003-12-14,12400,14929,45.4433,-98.4131,779
2003-12-15,12401,14929,45.4433,-98.4131,1231
2003-12-16,12402,14929,45.4433,-98.4131,1361
2003-12-17,12403,14929,45.4433,-98.4131,1440
2003-12-18,12404,14929,45.4433,-98.4131,1440
2003-12-19,12405,14929,45.4433,-98.4131,1440
2003-12-20,12406,14929,45.4433,-98.4131,1440
2003-12-21,12407,14929,45.4433,-98.4131,839
2003-12-22,12408,14929,45.4433,-98.4131,1440
2003-12-23,12409,14929,45.4433,-98.4131,1440
2003-12-24,12410,14929,45.4433,-98.4131,1440
2003-12-25,12411,14929,45.4433,-98.4131,1350
2003-12-26,12412,14929,45.4433,-98.4131,628
2003-11-30,12386,13959,31.6189,-97.2283,360
2003-12-01,12387,13959,31.6189,-97.2283,1391
2003-12-02,12388,13959,31.6189,-97.2283,1440
2003-12-03,12389,13959,31.6189,-97.2283,1320
2003-12-04,12390,13959,31.6189,-97.2283,1440
2003-12-05,12391,13959,31.6189,-97.2283,1440
2003-12-06,12392,13959,31.6189,-97.2283,1440
2003-12-07,12393,13959,31.6189,-97.2283,1440
2003-12-08,12394,13959,31.6189,-97.2283,1440
2003-12-09,12395,13959,31.6189,-97.2283,1438
2003-12-10,12396,13959,31.6189,-97.2283,1440
2003-12-11,12397,13959,31.6189,-97.2283,1440
2003-12-12,12398,13959,31.6189,-97.2283,1440
2003-12-13,12399,13959,31.6189,-97.2283,1440
2003-12-14,12400,13959,31.6189,-97.2283,1440
2003-12-15,12401,13959,31.6189,-97.2283,1440
2003-12-16,12402,13959,31.6189,-97.2283,1440
2003-12-17,12403,13959,31.6189,-97.2283,1440
