convective_date,convective_day_index,wban_id,lat,lon,good_row_count
2015-08-07,16654,63870,31.0425,-86.3117,28
2015-08-10,16657,63870,31.0425,-86.3117,21
2015-08-18,16665,63870,31.0425,-86.3117,44
2015-08-22,16669,63870,31.0425,-86.3117,141
2015-08-01,16648,54779,41.0093,-74.7363,191
2015-08-02,16649,54779,41.0093,-74.7363,1428
2015-08-03,16650,54779,41.0093,-74.7363,1419
2015-08-04,16651,54779,41.0093,-74.7363,1427
2015-08-05,16652,54779,41.0093,-74.7363,1424
2015-08-06,16653,54779,41.0093,-74.7363,1436
2015-08-07,16654,54779,41.0093,-74.7363,1431
2015-08-08,16655,54779,41.0093,-74.7363,1440
2015-08-09,16656,54779,41.0093,-74.7363,1427
2015-08-10,16657,54779,41.0093,-74.7363,1389
2015-08-11,16658,54779,41.0093,-74.7363,747
2015-08-12,16659,54779,41.0093,-74.7363,452
2015-08-13,16660,54779,41.0093,-74.7363,1399
2015-08-14,16661,54779,41.0093,-74.7363,1425
2015-08-15,16662,54779,41.0093,-74.7363,1359
2015-08-16,16663,54779,41.0093,-74.7363,921
2015-08-17,16664,54779,41.0093,-74.7363,1435
2015-08-18,16665,54779,41.0093,-74.7363,1440
2015-08-19,16666,54779,41.0093,-74.7363,1406
2015-08-20,16667,54779,41.0093,-74.7363,1403
2015-08-21,16668,54779,41.0093,-74.7363,1424
2015-08-22,16669,54779,41.0093,-74.7363,1431
2015-08-23,16670,54779,41.0093,-74.7363,1440
2015-08-24,16671,54779,41.0093,-74.7363,1426
2015-08-25,16672,54779,41.0093,-74.7363,1427
2015-08-26,16673,54779,41.0093,-74.7363,1418
2015-08-27,16674,54779,41.0093,-74.7363,1440
2015-08-28,16675,54779,41.0093,-74.7363,1416
2015-08-29,16676,54779,41.0093,-74.7363,1435
2015-08-30,16677,54779,41.0093,-74.7363,1440
2015-08-31,16678,54779,41.0093,-74.7363,1005
2015-08-25,16672,63871,30.8458,-85.6014,56
2015-08-01,16648,94037,45.6043,-103.547,215
2015-08-02,16649,94037,45.6043,-103.547,1404
2015-08-03,16650,94037,45.6043,-103.547,1424
2015-08-04,16651,94037,45.6043,-103.547,1440
2015-08-05,16652,94037,45.6043,-103.547,1427
2015-08-06,16653,94037,45.6043,-103.547,1440
2015-08-07,16654,94037,45.6043,-103.547,1432
2015-08-08,16655,94037,45.6043,-103.547,1440
2015-08-09,16656,94037,45.6043,-103.547,1428
2015-08-10,16657,94037,45.6043,-103.547,1417
2015-08-11,16658,94037,45.6043,-103.547,749
2015-08-12,16659,94037,45.6043,-103.547,458
2015-08-13,16660,94037,45.6043,-103.547,920
