time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon
2002-12-02 17:40:00 UTC,1038850800,25503,KING SALMON AP,AK,BRISTOL BAY BOROUGH,29,40,58.6836,-156.6539
2002-12-02 17:51:00 UTC,1038851460,25503,KING SALMON AP,AK,BRISTOL BAY BOROUGH,22,41,58.6836,-156.6539
2002-12-03 23:35:00 UTC,1038958500,26415,BIG DELTA AP,AK,"",31,40,63.995,-145.7183
2002-12-03 23:37:00 UTC,1038958620,26415,BIG DELTA AP,AK,"",33,40,63.995,-145.7183
2002-12-04 00:43:00 UTC,1038962580,26415,BIG DELTA AP,AK,"",31,41,63.995,-145.7183
2002-12-04 18:13:00 UTC,1039025580,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,40,55.2208,-162.7278
2002-12-04 18:39:00 UTC,1039027140,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,33,40,55.2208,-162.7278
2002-12-04 18:40:00 UTC,1039027200,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,41,55.2208,-162.7278
2002-12-04 18:41:00 UTC,1039027260,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,45,55.2208,-162.7278
2002-12-04 18:42:00 UTC,1039027320,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,40,55.2208,-162.7278
2002-12-04 18:43:00 UTC,1039027380,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,43,55.2208,-162.7278
2002-12-04 18:46:00 UTC,1039027560,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,33,43,55.2208,-162.7278
2002-12-04 18:47:00 UTC,1039027620,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,33,40,55.2208,-162.7278
2002-12-04 19:49:00 UTC,1039031340,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,33,42,55.2208,-162.7278
2002-12-04 20:08:00 UTC,1039032480,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,33,40,55.2208,-162.7278
2002-12-04 20:09:00 UTC,1039032540,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,41,55.2208,-162.7278
2002-12-04 20:16:00 UTC,1039032960,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,34,42,55.2208,-162.7278
2002-12-04 20:26:00 UTC,1039033560,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,34,40,55.2208,-162.7278
2002-12-04 20:27:00 UTC,1039033620,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,42,55.2208,-162.7278
2002-12-04 20:29:00 UTC,1039033740,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,40,55.2208,-162.7278
2002-12-04 20:30:00 UTC,1039033800,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,40,55.2208,-162.7278
2002-12-04 20:31:00 UTC,1039033860,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,45,55.2208,-162.7278
2002-12-04 20:34:00 UTC,1039034040,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,43,55.2208,-162.7278
2002-12-04 20:35:00 UTC,1039034100,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,38,42,55.2208,-162.7278
2002-12-04 20:39:00 UTC,1039034340,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,43,55.2208,-162.7278
2002-12-04 20:40:00 UTC,1039034400,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,41,55.2208,-162.7278
2002-12-04 20:41:00 UTC,1039034460,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,42,55.2208,-162.7278
2002-12-04 20:43:00 UTC,1039034580,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,41,55.2208,-162.7278
2002-12-04 20:44:00 UTC,1039034640,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,38,42,55.2208,-162.7278
2002-12-04 20:47:00 UTC,1039034820,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,44,55.2208,-162.7278
2002-12-04 20:48:00 UTC,1039034880,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,40,55.2208,-162.7278
2002-12-04 20:50:00 UTC,1039035000,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,34,42,55.2208,-162.7278
2002-12-04 20:51:00 UTC,1039035060,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,41,55.2208,-162.7278
2002-12-04 20:52:00 UTC,1039035120,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,41,55.2208,-162.7278
2002-12-04 20:53:00 UTC,1039035180,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,41,55.2208,-162.7278
2002-12-04 20:58:00 UTC,1039035480,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,40,55.2208,-162.7278
2002-12-04 20:59:00 UTC,1039035540,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,35,40,55.2208,-162.7278
2002-12-04 21:09:00 UTC,1039036140,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,43,55.2208,-162.7278
2002-12-04 21:10:00 UTC,1039036200,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,40,55.2208,-162.7278
2002-12-04 21:15:00 UTC,1039036500,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,36,40,55.2208,-162.7278
2002-12-04 21:16:00 UTC,1039036560,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,37,41,55.2208,-162.7278
2002-12-04 21:17:00 UTC,1039036620,25624,COLD BAY AP,AK,ALEUTIANS EAST BOROUGH,38,45,55.2208,-162.7278
