globalDomain,GRIBEditionNumber,tablesVersionLatest,grib2divider,is_efas,angularPrecision,missingValue,ieeeFloats,isHindcast,section0Length,identifier,discipline,editionNumber,totalLength,sectionNumber,section1Length,numberOfSection,centre,centreDescription,subCentre,tablesVersion,masterDir,localTablesVersion,localDir,localDir,significanceOfReferenceTime,year,month,day,hour,minute,second,dataDate,julianDay,dataTime,productionStatusOfProcessedData,typeOfProcessedData,md5Section1,selectStepTemplateInterval,selectStepTemplateInstant,stepType,setCalendarId,deleteCalendarId,is_uerra,sectionNumber,grib2LocalSectionPresent,deleteLocalDefinition,sectionNumber,gridDescriptionSectionPresent,section3Length,numberOfSection,sourceOfGridDefinition,numberOfDataPoints,numberOfOctectsForNumberOfPoints,interpretationOfNumberOfPoints,PLPresent,gridDefinitionTemplateNumber,gridDefinitionDescription,shapeOfTheEarth,scaleFactorOfRadiusOfSphericalEarth,scaledValueOfRadiusOfSphericalEarth,scaleFactorOfEarthMajorAxis,scaledValueOfEarthMajorAxis,scaleFactorOfEarthMinorAxis,scaledValueOfEarthMinorAxis,radius,Nx,Ny,latitudeOfFirstGridPoint,latitudeOfFirstGridPointInDegrees,longitudeOfFirstGridPoint,longitudeOfFirstGridPointInDegrees,resolutionAndComponentFlags,resolutionAndComponentFlags1,resolutionAndComponentFlags2,iDirectionIncrementGiven,jDirectionIncrementGiven,uvRelativeToGrid,resolutionAndComponentFlags6,resolutionAndComponentFlags7,resolutionAndComponentFlags8,ijDirectionIncrementGiven,LaD,LaDInDegrees,LoV,LoVInDegrees,Dx,DxInMetres,Dy,DyInMetres,projectionCentreFlag,scanningMode,iScansNegatively,jScansPositively,jPointsAreConsecutive,alternativeRowScanning,iScansPositively,scanningMode5,scanningMode6,scanningMode7,scanningMode8,Latin1,Latin1InDegrees,Latin2,Latin2InDegrees,latitudeOfSouthernPole,latitudeOfSouthernPoleInDegrees,longitudeOfSouthernPole,longitudeOfSouthernPoleInDegrees,latLonValues,latitudes,longitudes,section3Padding,gridType,md5Section3,sectionNumber,section4Length,numberOfSection,NV,neitherPresent,productDefinitionTemplateNumber,genVertHeightCoords,parameterCategory,parameterNumber,parameterUnits,parameterName,typeOfGeneratingProcess,backgroundProcess,generatingProcessIdentifier,hoursAfterDataCutoff,minutesAfterDataCutoff,indicatorOfUnitOfTimeRange,_x,stepUnits,forecastTime,startStep,endStep,stepRange,stepTypeInternal,validityDate,validityTime,typeOfFirstFixedSurface,unitsOfFirstFixedSurface,nameOfFirstFixedSurface,scaleFactorOfFirstFixedSurface,scaledValueOfFirstFixedSurface,typeOfSecondFixedSurface,unitsOfSecondFixedSurface,nameOfSecondFixedSurface,scaleFactorOfSecondFixedSurface,scaledValueOfSecondFixedSurface,pressureUnits,typeOfLevel,level,bottomLevel,topLevel,tempPressureUnits,paramIdECMF,paramId,shortNameECMF,shortName,unitsECMF,units,nameECMF,name,cfNameECMF,cfName,cfVarNameECMF,cfVarName,modelName,ifsParam,PVPresent,deletePV,md5Section4,lengthOfHeaders,md5Headers,sectionNumber,section5Length,numberOfSection,numberOfValues,dataRepresentationTemplateNumber,packingType,referenceValue,referenceValueError,binaryScaleFactor,decimalScaleFactor,optimizeScaleFactor,bitsPerValue,typeOfOriginalFieldValues,typeOfCompressionUsed,targetCompressionRatio,md5Section5,sectionNumber,section6Length,numberOfSection,bitMapIndicator,bitmapPresent,md5Section6,sectionNumber,section7Length,numberOfSection,maximum,minimum,average,numberOfMissing,standardDeviation,skewness,kurtosis,isConstant,changeDecimalPrecision,decimalPrecision,setBitsPerValue,getNumberOfValues,scaleValuesBy,offsetValuesBy,productType,md5Section7,section8Length,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,67908,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,1,1,%,Relative humidity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,80000,255,unknown,Missing,0,0,hPa,isobaricInhPa,800,800,800,hPa,157,157,r,r,%,%,Relative humidity,Relative humidity,relative_humidity,relative_humidity,r,r,unknown,157,0,1,eb8f79e0f45f2d8bc610c6749b2e6aa3,136,206ea02f26551d04ab1f75b609079e1e,7,23,7,151987,40,grid_jpeg,0.000593929,5.82077e-11,-3,0,0,10,0,0,255,976546b079ac0e5665c2aa8482cc886e,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,67723,7,99.6256,0.000593929,51.3637,0,29.7217,0.00301119,-1.19504,0,0,0,10,151987,1,0,unknown,ca818c26dd0e215600913218fd158a0e,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,41859,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,8,Pa s-1,Vertical velocity [pressure] ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,80000,255,unknown,Missing,0,0,hPa,isobaricInhPa,800,800,800,hPa,135,135,w,w,Pa s**-1,Pa s**-1,Vertical velocity,Vertical velocity,lagrangian_tendency_of_air_pressure,lagrangian_tendency_of_air_pressure,w,w,unknown,135,0,1,7e6d603fb7688e691af20323c6d034af,136,b5d1b9e40d934558bd87ee5872fff221,7,23,7,151987,40,grid_jpeg,-4.43035,4.76837e-07,-5,0,0,9,0,0,255,3e5e733445ba35d7fe983ee20e1c3d4e,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,41674,7,5.06965,-4.43035,0.0340432,0,0.331309,0.0912565,19.668,0,0,0,9,151987,1,0,unknown,7ba211fa864da1183e164e133a414473,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,82341,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,2,m s-1,u-component of wind ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,80000,255,unknown,Missing,0,0,hPa,isobaricInhPa,800,800,800,hPa,131,131,u,u,m s**-1,m s**-1,U component of wind,U component of wind,eastward_wind,eastward_wind,u,u,unknown,131,0,1,2b8a56ad010f28d865326d37a49ea5e3,136,cb20be2d061427be6bcbca6c7d54f8f1,7,23,7,151987,40,grid_jpeg,-17.6267,1.90735e-06,-4,0,0,10,0,0,255,7a284a4888447d950d08771f3b3c19c4,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,40962,7,28.6233,-17.6267,3.24006,0,7.64323,0.332656,0.00436016,0,0,0,10,151987,1,0,unknown,4e5cc9fdb0690df1d76da211b4b4bfd0,4,,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,50621,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,3,5,gpm,Geopotential height ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,82500,255,unknown,Missing,0,0,hPa,isobaricInhPa,825,825,825,hPa,156,156,gh,gh,gpm,gpm,Geopotential Height,Geopotential Height,geopotential_height,geopotential_height,gh,gh,unknown,156,0,1,d79c5c03c268f3fb561963ec8ade2a2f,136,db8700796f819611238f888eb3c35e21,7,23,7,151987,40,grid_jpeg,1513.14,0.00012207,-5,0,0,14,0,0,255,31a2464a5bd440bcd44a128e3317a8a2,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,50436,7,1854.52,1513.14,1720.15,0,82.9033,-0.395386,-0.615642,0,0,0,14,151987,1,0,unknown,4ee75e1f0297e812fdb1cfcfce1263fa,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,36618,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,0,0,K,Temperature ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,82500,255,unknown,Missing,0,0,hPa,isobaricInhPa,825,825,825,hPa,130,130,t,t,K,K,Temperature,Temperature,air_temperature,air_temperature,t,t,unknown,130,0,1,bd3f3e4d330f73ea9418b744b152aa82,136,d910ce4e2d01bd19644de47d3b4de788,7,23,7,151987,40,grid_jpeg,250.181,1.52588e-05,-4,0,0,10,0,0,255,31aac87a768661b3cbfafc9265b9210a,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,36433,7,293.493,250.181,274.147,0,11.449,-0.298553,-1.18736,0,0,0,10,151987,1,0,unknown,4bd6f0e265d465bad271ae2f41db24b0,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,68954,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,1,1,%,Relative humidity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,82500,255,unknown,Missing,0,0,hPa,isobaricInhPa,825,825,825,hPa,157,157,r,r,%,%,Relative humidity,Relative humidity,relative_humidity,relative_humidity,r,r,unknown,157,0,1,8c1a12db0400e14703071a57a33e03eb,136,9bb55ce908ddaa8cdd3c2f4a5a30513f,7,23,7,151987,40,grid_jpeg,9.99916e-05,7.27596e-12,-3,0,0,10,0,0,255,a011a85198421458fee4f60f179a3261,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,68769,7,99.6251,9.99916e-05,57.3011,0,28.2412,-0.222927,-1.15288,0,0,0,10,151987,1,0,unknown,ae0958dbc48ee2a8cdb3f7b4d851cfe0,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,42028,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,8,Pa s-1,Vertical velocity [pressure] ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,82500,255,unknown,Missing,0,0,hPa,isobaricInhPa,825,825,825,hPa,135,135,w,w,Pa s**-1,Pa s**-1,Vertical velocity,Vertical velocity,lagrangian_tendency_of_air_pressure,lagrangian_tendency_of_air_pressure,w,w,unknown,135,0,1,24905a8a3e877d24f45de74d0cd1287b,136,be2f7bead0a788b0d23ce0d6da0ee13a,7,23,7,151987,40,grid_jpeg,-4.17596,4.76837e-07,-5,0,0,9,0,0,255,94dff9678258c773a8d94df8ee710e76,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,41843,7,4.85529,-4.17596,0.0470834,0,0.326428,0.273229,18.7113,0,0,0,9,151987,1,0,unknown,432634b178c954d4654f327fd0504764,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,82701,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,2,m s-1,u-component of wind ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,82500,255,unknown,Missing,0,0,hPa,isobaricInhPa,825,825,825,hPa,131,131,u,u,m s**-1,m s**-1,U component of wind,U component of wind,eastward_wind,eastward_wind,u,u,unknown,131,0,1,91c30dbca742418649c4a2edebc2f894,136,415802076cb483c7f745105a7484a78c,7,23,7,151987,40,grid_jpeg,-18.0475,1.90735e-06,-4,0,0,10,0,0,255,a844f52dbcbe23e8f7c58ad9b50edb30,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,41089,7,28.14,-18.0475,2.47042,0,7.45203,0.298092,0.0455959,0,0,0,10,151987,1,0,unknown,3478470cfb955f1f656ba4a50affdc45,4,,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,51423,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,3,5,gpm,Geopotential height ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,85000,255,unknown,Missing,0,0,hPa,isobaricInhPa,850,850,850,hPa,156,156,gh,gh,gpm,gpm,Geopotential Height,Geopotential Height,geopotential_height,geopotential_height,gh,gh,unknown,156,0,1,e57bf735bb982d0f3fa11e986f2f587c,136,25dbb58fb84bd792e977a289be689073,7,23,7,151987,40,grid_jpeg,1285.76,0.00012207,-5,0,0,14,0,0,255,619d5bbe2baf173c8125ce0123e1651a,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,51238,7,1604.1,1285.76,1479.93,0,76.2839,-0.489198,-0.469899,0,0,0,14,151987,1,0,unknown,7c4ffabf35033cf9f9d0a77e835b7000,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,37082,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,0,0,K,Temperature ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,85000,255,unknown,Missing,0,0,hPa,isobaricInhPa,850,850,850,hPa,130,130,t,t,K,K,Temperature,Temperature,air_temperature,air_temperature,t,t,unknown,130,0,1,50318d025c944141be3dd834e1553d08,136,59bafd3624be175a381ac93e85f57ede,7,23,7,151987,40,grid_jpeg,250.095,1.52588e-05,-4,0,0,10,0,0,255,8d595cb4d451f06edc78293c83cbec76,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,36897,7,294.533,250.095,274.593,0,11.5394,-0.300913,-1.15854,0,0,0,10,151987,1,0,unknown,206a77892408e7ec522817a82949e957,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,69792,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,1,1,%,Relative humidity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,85000,255,unknown,Missing,0,0,hPa,isobaricInhPa,850,850,850,hPa,157,157,r,r,%,%,Relative humidity,Relative humidity,relative_humidity,relative_humidity,r,r,unknown,157,0,1,b6eae4de2a259498b1561b5ee3ffcdfc,136,3a822ee2fcd9f7169760d05ce96c0317,7,23,7,151987,40,grid_jpeg,0.319896,2.98023e-08,-3,0,0,10,0,0,255,42a0e8a2d7a0b53430b71aa031d4b79a,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,69607,7,99.5699,0.319896,63.9723,0,25.6515,-0.374114,-1.05911,0,0,0,10,151987,1,0,unknown,d13c295e6d9b3a52d74e03bdb7ae0388,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,42494,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,8,Pa s-1,Vertical velocity [pressure] ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,85000,255,unknown,Missing,0,0,hPa,isobaricInhPa,850,850,850,hPa,135,135,w,w,Pa s**-1,Pa s**-1,Vertical velocity,Vertical velocity,lagrangian_tendency_of_air_pressure,lagrangian_tendency_of_air_pressure,w,w,unknown,135,0,1,c8ea91f65cb63857b13e18c0987416e8,136,08856632cbda461178ff72e93c1eea82,7,23,7,151987,40,grid_jpeg,-3.84421,2.38419e-07,-5,0,0,9,0,0,255,4894e1f9db57ea3f0a784df882e0e323,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,42309,7,5.18704,-3.84421,0.0631411,0,0.329839,0.597402,16.6653,0,0,0,9,151987,1,0,unknown,194f94b1339f161425801fe1ce8f59fc,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,82993,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,2,m s-1,u-component of wind ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,85000,255,unknown,Missing,0,0,hPa,isobaricInhPa,850,850,850,hPa,131,131,u,u,m s**-1,m s**-1,U component of wind,U component of wind,eastward_wind,eastward_wind,u,u,unknown,131,0,1,51aa3d58e740cdc2f1f678a2565b8141,136,ea94c8d8401e513605dbbccf96cf5bb2,7,23,7,151987,40,grid_jpeg,-16.9473,1.90735e-06,-4,0,0,10,0,0,255,425813ba078325e694c5c97625a9457d,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,41391,7,27.8027,-16.9473,1.69573,0,7.38016,0.305179,0.123601,0,0,0,10,151987,1,0,unknown,e89ecae09234f825531f8744a322346c,4,,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,52222,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,3,5,gpm,Geopotential height ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,87500,255,unknown,Missing,0,0,hPa,isobaricInhPa,875,875,875,hPa,156,156,gh,gh,gpm,gpm,Geopotential Height,Geopotential Height,geopotential_height,geopotential_height,gh,gh,unknown,156,0,1,7b7824d44e3113588ea73d1e3cb62d83,136,bdd57199a18b9813d86459c1e46b6aa5,7,23,7,151987,40,grid_jpeg,1059.28,0.00012207,-5,0,0,14,0,0,255,93ab043a2c140678b98fe8dfb1fa83ea,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,52037,7,1359.81,1059.28,1246.18,0,70.7485,-0.595428,-0.329644,0,0,0,14,151987,1,0,unknown,d4dbd3162bbf2bb47cd06849436ddea2,4,7777,
