globalDomain,GRIBEditionNumber,tablesVersionLatest,grib2divider,is_efas,angularPrecision,missingValue,ieeeFloats,isHindcast,section0Length,identifier,discipline,editionNumber,totalLength,sectionNumber,section1Length,numberOfSection,centre,centreDescription,subCentre,tablesVersion,masterDir,localTablesVersion,localDir,localDir,significanceOfReferenceTime,year,month,day,hour,minute,second,dataDate,julianDay,dataTime,productionStatusOfProcessedData,typeOfProcessedData,md5Section1,selectStepTemplateInterval,selectStepTemplateInstant,stepType,setCalendarId,deleteCalendarId,is_uerra,sectionNumber,grib2LocalSectionPresent,deleteLocalDefinition,sectionNumber,gridDescriptionSectionPresent,section3Length,numberOfSection,sourceOfGridDefinition,numberOfDataPoints,numberOfOctectsForNumberOfPoints,interpretationOfNumberOfPoints,PLPresent,gridDefinitionTemplateNumber,gridDefinitionDescription,shapeOfTheEarth,scaleFactorOfRadiusOfSphericalEarth,scaledValueOfRadiusOfSphericalEarth,scaleFactorOfEarthMajorAxis,scaledValueOfEarthMajorAxis,scaleFactorOfEarthMinorAxis,scaledValueOfEarthMinorAxis,radius,Nx,Ny,latitudeOfFirstGridPoint,latitudeOfFirstGridPointInDegrees,longitudeOfFirstGridPoint,longitudeOfFirstGridPointInDegrees,resolutionAndComponentFlags,resolutionAndComponentFlags1,resolutionAndComponentFlags2,iDirectionIncrementGiven,jDirectionIncrementGiven,uvRelativeToGrid,resolutionAndComponentFlags6,resolutionAndComponentFlags7,resolutionAndComponentFlags8,ijDirectionIncrementGiven,LaD,LaDInDegrees,LoV,LoVInDegrees,Dx,DxInMetres,Dy,DyInMetres,projectionCentreFlag,scanningMode,iScansNegatively,jScansPositively,jPointsAreConsecutive,alternativeRowScanning,iScansPositively,scanningMode5,scanningMode6,scanningMode7,scanningMode8,Latin1,Latin1InDegrees,Latin2,Latin2InDegrees,latitudeOfSouthernPole,latitudeOfSouthernPoleInDegrees,longitudeOfSouthernPole,longitudeOfSouthernPoleInDegrees,latLonValues,latitudes,longitudes,section3Padding,gridType,md5Section3,sectionNumber,section4Length,numberOfSection,NV,neitherPresent,productDefinitionTemplateNumber,genVertHeightCoords,parameterCategory,parameterNumber,parameterUnits,parameterName,typeOfGeneratingProcess,backgroundProcess,generatingProcessIdentifier,hoursAfterDataCutoff,minutesAfterDataCutoff,indicatorOfUnitOfTimeRange,_x,stepUnits,forecastTime,startStep,endStep,stepRange,stepTypeInternal,validityDate,validityTime,typeOfFirstFixedSurface,unitsOfFirstFixedSurface,nameOfFirstFixedSurface,scaleFactorOfFirstFixedSurface,scaledValueOfFirstFixedSurface,typeOfSecondFixedSurface,unitsOfSecondFixedSurface,nameOfSecondFixedSurface,scaleFactorOfSecondFixedSurface,scaledValueOfSecondFixedSurface,pressureUnits,typeOfLevel,level,bottomLevel,topLevel,tempPressureUnits,paramIdECMF,paramId,shortNameECMF,shortName,unitsECMF,units,nameECMF,name,cfNameECMF,cfName,cfVarNameECMF,cfVarName,modelName,ifsParam,PVPresent,deletePV,md5Section4,lengthOfHeaders,md5Headers,sectionNumber,section5Length,numberOfSection,numberOfValues,dataRepresentationTemplateNumber,packingType,referenceValue,referenceValueError,binaryScaleFactor,decimalScaleFactor,optimizeScaleFactor,bitsPerValue,typeOfOriginalFieldValues,typeOfCompressionUsed,targetCompressionRatio,md5Section5,sectionNumber,section6Length,numberOfSection,bitMapIndicator,bitmapPresent,md5Section6,sectionNumber,section7Length,numberOfSection,maximum,minimum,average,numberOfMissing,standardDeviation,skewness,kurtosis,isConstant,changeDecimalPrecision,decimalPrecision,setBitsPerValue,getNumberOfValues,scaleValuesBy,offsetValuesBy,productType,md5Section7,section8Length,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,29155,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,0,0,K,Temperature ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,47500,255,unknown,Missing,0,0,hPa,isobaricInhPa,475,475,475,hPa,130,130,t,t,K,K,Temperature,Temperature,air_temperature,air_temperature,t,t,unknown,130,0,1,df55408009ebf23c6ed9218eb0ea294b,136,236a2484db91439b4a884b19d65cbd5f,7,23,7,151987,40,grid_jpeg,229.854,1.52588e-05,-4,0,0,10,0,0,255,bc9ed6ce635ad9be465bd2e5ad9ea90e,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,28970,7,264.729,229.854,251.825,0,9.20379,-0.598801,-0.716638,0,0,0,10,151987,1,0,unknown,daefba43f8bd0c3748f0d4a974641138,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,52763,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,1,1,%,Relative humidity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,47500,255,unknown,Missing,0,0,hPa,isobaricInhPa,475,475,475,hPa,157,157,r,r,%,%,Relative humidity,Relative humidity,relative_humidity,relative_humidity,r,r,unknown,157,0,1,17e71cbcef84eea81fdb7aa0885eb761,136,89326f117acba25069598802029e7266,7,23,7,151987,40,grid_jpeg,0.38429,2.98023e-08,-3,0,0,10,0,0,255,3bc85e64dbeabfcc223da970abaead4d,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,52578,7,97.3843,0.38429,32.8264,0,26.3131,0.756849,-0.801209,0,0,0,10,151987,1,0,unknown,9a1ab81c987550b522ae63b4a5478101,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,38215,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,8,Pa s-1,Vertical velocity [pressure] ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,47500,255,unknown,Missing,0,0,hPa,isobaricInhPa,475,475,475,hPa,135,135,w,w,Pa s**-1,Pa s**-1,Vertical velocity,Vertical velocity,lagrangian_tendency_of_air_pressure,lagrangian_tendency_of_air_pressure,w,w,unknown,135,0,1,b8b95faa8d6b604048a0b3775d5c1fef,136,c69ccaae3cb6cd334c11dde6b8087165,7,23,7,151987,40,grid_jpeg,-4.25845,4.76837e-07,-5,0,0,9,0,0,255,ae83770107d3e3a0c2e4f7f739841ebd,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,38030,7,4.8353,-4.25845,0.020632,0,0.350948,-0.14794,19.7985,0,0,0,9,151987,1,0,unknown,657627a71d53dd5b8484ba7761c5cf41,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,74189,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,2,m s-1,u-component of wind ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,47500,255,unknown,Missing,0,0,hPa,isobaricInhPa,475,475,475,hPa,131,131,u,u,m s**-1,m s**-1,U component of wind,U component of wind,eastward_wind,eastward_wind,u,u,unknown,131,0,1,b135c2d50ef62df759d4106d6f926eff,136,2053570d6670008445fd796184801110,7,23,7,151987,40,grid_jpeg,-10.5753,9.53674e-07,-4,0,0,11,0,0,255,2419e17fe8f04c0988b7ed79c1bab56d,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,37048,7,56.4872,-10.5753,13.5479,0,12.8582,0.639503,0.0798213,0,0,0,11,151987,1,0,unknown,d01cbea2591eeee570e12e82102bfcbe,4,,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,48524,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,3,5,gpm,Geopotential height ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,50000,255,unknown,Missing,0,0,hPa,isobaricInhPa,500,500,500,hPa,156,156,gh,gh,gpm,gpm,Geopotential Height,Geopotential Height,geopotential_height,geopotential_height,gh,gh,unknown,156,0,1,5797d3ddbfd8010e715d12ec2a4ff50b,136,adbb9d7e9346a1ef875edd874860d91d,7,23,7,151987,40,grid_jpeg,5106.79,0.000488281,-5,0,0,15,0,0,255,318068ffc6627b2e7de4e748c7ca24d4,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,48339,7,5901.85,5106.79,5614.11,0,219.799,-0.293401,-1.18941,0,0,0,15,151987,1,0,unknown,b4a75d7177fcefad62fc8172b06659db,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,29421,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,0,0,K,Temperature ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,50000,255,unknown,Missing,0,0,hPa,isobaricInhPa,500,500,500,hPa,130,130,t,t,K,K,Temperature,Temperature,air_temperature,air_temperature,t,t,unknown,130,0,1,0b7fb87c8068a79772f6602a59a5667e,136,1b13aaf2d6ea5416c1976930414f42b3,7,23,7,151987,40,grid_jpeg,232.564,1.52588e-05,-4,0,0,10,0,0,255,47355c7724754a15ea9bb9afd12452d2,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,29236,7,267.814,232.564,254.428,0,9.40749,-0.588961,-0.75605,0,0,0,10,151987,1,0,unknown,3aef27e217b1b20ec002caec3b27741a,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,52772,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,1,1,%,Relative humidity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,50000,255,unknown,Missing,0,0,hPa,isobaricInhPa,500,500,500,hPa,157,157,r,r,%,%,Relative humidity,Relative humidity,relative_humidity,relative_humidity,r,r,unknown,157,0,1,efc2fb32f98fb2bfaa6080b83862b9dd,136,6fa4b81023a64fcedc29de5cf780819a,7,23,7,151987,40,grid_jpeg,0.369062,2.98023e-08,-3,0,0,10,0,0,255,b2eaf733ddba034bed8a4bb61a97b0f4,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,52587,7,97.9941,0.369062,32.9831,0,26.4262,0.766928,-0.758822,0,0,0,10,151987,1,0,unknown,dc37e169f335c90e68183be5f8871a9f,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,38168,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,8,Pa s-1,Vertical velocity [pressure] ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,50000,255,unknown,Missing,0,0,hPa,isobaricInhPa,500,500,500,hPa,135,135,w,w,Pa s**-1,Pa s**-1,Vertical velocity,Vertical velocity,lagrangian_tendency_of_air_pressure,lagrangian_tendency_of_air_pressure,w,w,unknown,135,0,1,169d1cfd62e0c0ba3b2a2ccc890a11ab,136,f2afefb8e6b7903ea657c8be99e338f3,7,23,7,151987,40,grid_jpeg,-4.39428,4.76837e-07,-5,0,0,9,0,0,255,1ed970b774517908a959b4a6937b1094,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,37983,7,5.07447,-4.39428,0.0246356,0,0.359305,-0.151921,20.4487,0,0,0,9,151987,1,0,unknown,f848045c2ec36663ee6fc296a21429c5,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,73872,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,2,m s-1,u-component of wind ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,50000,255,unknown,Missing,0,0,hPa,isobaricInhPa,500,500,500,hPa,131,131,u,u,m s**-1,m s**-1,U component of wind,U component of wind,eastward_wind,eastward_wind,u,u,unknown,131,0,1,545656a490e748cbe92422d8bee77558,136,6d040c3832e443bda1c6e94f108e5dbe,7,23,7,151987,40,grid_jpeg,-10.3205,9.53674e-07,-4,0,0,11,0,0,255,5aa3ea739e6bc62347506cf66b03cf5e,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,36903,7,54.867,-10.3205,12.5565,0,12.3094,0.659681,0.138584,0,0,0,11,151987,1,0,unknown,3156e4eb21eba640aa13f1a4792bbb64,4,,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,49942,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,10,s-1,Absolute vorticity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,50000,255,unknown,Missing,0,0,hPa,isobaricInhPa,500,500,500,hPa,3041,3041,absv,absv,s**-1,s**-1,Absolute vorticity,Absolute vorticity,unknown,unknown,absv,absv,unknown,3041,0,1,818b9e0cf8022f5fe72a6d2eb49b632e,136,7d701f8ea8e3c47ab1fc91282f25818c,7,23,7,151987,40,grid_jpeg,-182.569,1.52588e-05,0,6,0,10,0,0,255,aed0b1c5d8465efd10892aed62f2b6f5,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,49757,7,0.000595431,-0.000182569,8.68689e-05,0,6.78253e-05,1.53595,3.61416,0,6,6,10,151987,1,0,unknown,7026d22ca4a3ca9771110399319956a0,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,47847,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,3,5,gpm,Geopotential height ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,52500,255,unknown,Missing,0,0,hPa,isobaricInhPa,525,525,525,hPa,156,156,gh,gh,gpm,gpm,Geopotential Height,Geopotential Height,geopotential_height,geopotential_height,gh,gh,unknown,156,0,1,a3343691a76ec9658288b6400a3c9c43,136,50de0d246fcc8d9b4c24b49f3d61fd48,7,23,7,151987,40,grid_jpeg,4771.09,0.000488281,-5,0,0,15,0,0,255,703de655c11ca7e5c2fb6f9b0539c328,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,47662,7,5522.56,4771.09,5248.94,0,206.783,-0.277771,-1.2047,0,0,0,15,151987,1,0,unknown,493020774c22f51f6a9580a996803b36,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,29938,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,0,0,K,Temperature ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,52500,255,unknown,Missing,0,0,hPa,isobaricInhPa,525,525,525,hPa,130,130,t,t,K,K,Temperature,Temperature,air_temperature,air_temperature,t,t,unknown,130,0,1,4997ec14ce4accf75c3228ee2a731f7a,136,5614722218fca73d1bb8f79e3a5d5dc8,7,23,7,151987,40,grid_jpeg,234.995,1.52588e-05,-4,0,0,10,0,0,255,a6ef5aa991bb6db6b6f6557f8da00be6,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,29753,7,270.557,234.995,256.876,0,9.60497,-0.574565,-0.807945,0,0,0,10,151987,1,0,unknown,ddcd44d7a138b06a857f2f424f773ce1,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,53854,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,1,1,%,Relative humidity ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,52500,255,unknown,Missing,0,0,hPa,isobaricInhPa,525,525,525,hPa,157,157,r,r,%,%,Relative humidity,Relative humidity,relative_humidity,relative_humidity,r,r,unknown,157,0,1,049607c404f4451ae36fc71b68c54a2b,136,3a8e68d545a26b7c2c9637ab2ca30751,7,23,7,151987,40,grid_jpeg,0.222295,1.49012e-08,-3,0,0,10,0,0,255,0267a372fd81129ff7d45804ef432473,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,53669,7,99.2223,0.222295,33.171,0,26.8604,0.786078,-0.698212,0,0,0,10,151987,1,0,unknown,28bdf2a1870fc8d5586c638debe38621,4,7777,
g,2,20,1e+06,0,1e+06,9999,1,0,16,GRIB,0,2,38152,7,21,7,kwbc,US National Weather Service - NCEP ,0,2,grib2/tables/[tablesVersion],1,grib2/tables/local/[centre]/[localTablesVersion],grib2/tables/local/[centre]/[localTablesVersion],1,2016,12,25,0,0,0,20161225,2.45775e+06,0000,0,fc,60c8bbb3c05b867d141a6806bcbcce1c,1,1,instant,0,0,0,7,0,0,7,1,81,7,0,151987,0,0,0,30,"Lambert Conformal can be secant or tangent, conical or bipolar",6,0,0,0,0,0,0,6.37123e+06,451,337,16281000,16.281,233862000,233.862,56,0,0,1,1,1,0,0,0,1,25000000,25,265000000,265,13545000,13545,13545000,13545,0,64,0,1,0,0,1,0,0,0,0,25000000,25,25000000,25,0,0,0,0,0,0,0,,lambert,d360293e944108570823fd479f9ca0c1,7,34,7,0,0,0,0,2,8,Pa s-1,Vertical velocity [pressure] ,2,0,105,0,0,h,_x,h,6,6,6,6,instant,20161225,600,pl,Pa,Isobaric surface ,0,52500,255,unknown,Missing,0,0,hPa,isobaricInhPa,525,525,525,hPa,135,135,w,w,Pa s**-1,Pa s**-1,Vertical velocity,Vertical velocity,lagrangian_tendency_of_air_pressure,lagrangian_tendency_of_air_pressure,w,w,unknown,135,0,1,f8f50a57daf50fb02dfa4d43e49119e3,136,141ddbf49d90c262f4a75f25cbe61633,7,23,7,151987,40,grid_jpeg,-4.50285,4.76837e-07,-5,0,0,9,0,0,255,311304e9116c16fffa8a9342d84dc6cc,7,6,7,255,0,01522c0fd43e4befb347e7995baa0167,7,37967,7,5.2159,-4.50285,0.0246833,0,0.36597,-0.14505,20.9832,0,0,0,9,151987,1,0,unknown,15f81faafda3824f2d9bca99305f92fc,4,7777,
