-81.116,25.152,22900
-80.982,25.139,22901
-80.447,25.088,22905
-97.438,25.897,23230
-81.102,25.273,23351
-80.834,25.248,23353
-80.701,25.235,23354
-80.567,25.222,23355
-80.433,25.209,23356
-97.576,26.016,23680
-97.44,26.018,23681
-97.305,26.021,23682
-81.089,25.394,23802
-80.954,25.381,23803
-80.82,25.369,23804
-80.686,25.356,23805
-80.552,25.343,23806
-80.418,25.33,23807
-80.284,25.317,23808
-98.257,26.125,24126
-98.121,26.128,24127
-97.985,26.13,24128
-97.85,26.133,24129
-97.714,26.136,24130
-97.579,26.138,24131
-97.443,26.14,24132
-97.307,26.142,24133
-97.172,26.144,24134
-81.075,25.515,24253
-80.941,25.503,24254
-80.806,25.49,24255
-80.672,25.477,24256
-80.538,25.464,24257
-80.404,25.451,24258
-98.667,26.237,24574
-98.531,26.24,24575
-98.396,26.244,24576
-98.26,26.247,24577
-98.124,26.249,24578
-97.988,26.252,24579
-97.853,26.255,24580
-97.717,26.257,24581
-97.581,26.26,24582
-97.445,26.262,24583
-81.195,25.649,24703
-81.061,25.636,24704
-80.927,25.624,24705
-80.792,25.611,24706
-80.658,25.598,24707
-80.524,25.585,24708
-80.389,25.572,24709
-98.671,26.359,25025
-98.535,26.362,25026
-98.399,26.365,25027
-98.263,26.368,25028
-98.127,26.371,25029
-97.991,26.374,25030
-97.855,26.377,25031
-97.72,26.379,25032
-97.584,26.381,25033
-97.448,26.384,25034
-81.316,25.782,25153
-81.182,25.77,25154
-81.047,25.757,25155
-80.913,25.745,25156
-80.778,25.732,25157
-80.644,25.719,25158
-80.509,25.706,25159
-80.375,25.693,25160
-99.082,26.47,25473
-98.946,26.474,25474
-98.81,26.477,25475
-98.674,26.481,25476
-98.538,26.484,25477
-98.402,26.487,25478
-98.266,26.49,25479
-98.13,26.493,25480
-97.994,26.496,25481
-97.858,26.498,25482
-97.722,26.501,25483
-97.586,26.503,25484
-97.45,26.505,25485
-81.707,25.94,25601
-81.572,25.928,25602
-81.437,25.916,25603
-81.303,25.903,25604
-81.168,25.891,25605
-81.033,25.879,25606
-80.899,25.866,25607
-80.764,25.853,25608
-80.629,25.84,25609
-80.495,25.828,25610
-80.36,25.814,25611
-80.226,25.801,25612
-99.086,26.592,25924
-98.95,26.596,25925
-98.814,26.599,25926
-98.678,26.602,25927
-98.542,26.606,25928
-98.406,26.609,25929
-98.27,26.612,25930
-98.134,26.615,25931
-97.997,26.617,25932
-97.861,26.62,25933
